project_id,candidate_collection_object_id,candidate_directory,packet_path,source_index_path,visual_index_path,gallery_path,human_review_sheet_path,human_collection_dossier_path,collection_dossier_index_path,source_id,rights_status,visual_entry_status,review_status,updated_at
coll-obj-cand-00011,ihp-mus-obj-00011,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/011_coll-obj-cand-00011_ihp-item-775_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00012,ihp-mus-obj-00012,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/012_coll-obj-cand-00012_ihp-item-761_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00013,ihp-mus-obj-00013,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/013_coll-obj-cand-00013_ihp-item-776_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00014,ihp-mus-obj-00014,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/014_coll-obj-cand-00014_ihp-item-762_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00015,ihp-mus-obj-00015,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/015_coll-obj-cand-00015_ihp-item-777_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00016,ihp-mus-obj-00016,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/016_coll-obj-cand-00016_ihp-item-778_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00017,ihp-mus-obj-00017,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/017_coll-obj-cand-00017_ihp-item-779_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00018,ihp-mus-obj-00018,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/018_coll-obj-cand-00018_ihp-item-348_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00019,ihp-mus-obj-00019,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/019_coll-obj-cand-00019_ihp-item-763_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00020,ihp-mus-obj-00020,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/01_collection-object-packet.json,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/02_collection-source-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/03_visual-asset-index.csv,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/04_visual-gallery.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/05_human-review-sheet.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/06_human-collection-dossier.md,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/020_coll-obj-cand-00020_ihp-item-764_collection-object-candidate/07_collection-dossier-index.json,src-ihp-museum-oracle-bones,metadata_only_until_verified,external_thumbnail_url_metadata_only,needs_human_collection_object_review,2026-06-20
