visual_source_index_id,project_id,primary_external_ref_id,source_id,source_package_id,download_id,visual_material_status,committed_image_path,source_image_reference_path,source_image_sequence_in_candidate,source_image_count_expected,registered_storage_hint,resolved_local_archive_path,local_archive_status,rights_status,risk_note,review_status,research_boundary,caution,updated_at,asset_id
obs-unk-006294-visual-source-011,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_504_3.png,011,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-012,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_504_4.png,012,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-013,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_505_1.png,013,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-014,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_505_2.png,014,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-015,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_505_3.png,015,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-016,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_505_4.png,016,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-017,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_506_1.png,017,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-018,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_506_2.png,018,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-019,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_506_3.png,019,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-020,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_506_4.png,020,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-021,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_507_1.png,021,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-022,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_507_2.png,022,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-023,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_507_3.png,023,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-024,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_507_4.png,024,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-025,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_508_1.png,025,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-026,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_508_2.png,026,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-027,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_508_3.png,027,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-028,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_508_4.png,028,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-029,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_509_1.png,029,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-030,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_509_2.png,030,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-031,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_509_3.png,031,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
obs-unk-006294-visual-source-032,obs-unk-006294,hust-obc-und-X-006294,src-hust-obc,large-src-000001,dl-hust-obc-figshare-raw,source_image_reference_only_no_committed_glyph_image,,HUST-OBC/undeciphered/X/1850/X_？_509_4.png,032,61,external_local_archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,D:/project/52_oracle-bone-script-research-local-archive/source_packages/hust-obc/dl-hust-obc-figshare-raw.zip,registered_external_archive_available_outside_git,source_marked_risk_noted,"Raw package exceeds 40 MiB and is not committed. Figshare metadata reports CC BY 4.0, while the Scientific Data article page uses CC BY-NC-ND 4.0. Article reports 9411 undeciphered characters; zip directory yielded 9408 candidate classes.",needs_human_visual_review,co_located_visual_source_index_not_scholarship,"Source image path metadata only; not a committed image, not an accepted glyph identity, not an accepted reading, and not a decipherment conclusion.",2026-06-20,
