project_id,record_type,canonical_path,primary_external_ref_id,all_external_ref_ids,source_ids,rights_status,review_status,updated_at
obs-insc-cw-cand-000011,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/011_obs-insc-cw-cand-000011_cam-hopkins-cw-000011_crosswalk-candidate,cam-hopkins-cw-000011,cam-hopkins-crosswalk-000011;y62;64;692;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000012,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/012_obs-insc-cw-cand-000012_cam-hopkins-cw-000012_crosswalk-candidate,cam-hopkins-cw-000012,cam-hopkins-crosswalk-000012;y63;92;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000013,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/013_obs-insc-cw-cand-000013_cam-hopkins-cw-000013_crosswalk-candidate,cam-hopkins-cw-000013,cam-hopkins-crosswalk-000013;y66;19;451;39602,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000014,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/014_obs-insc-cw-cand-000014_cam-hopkins-cw-000014_crosswalk-candidate,cam-hopkins-cw-000014,cam-hopkins-crosswalk-000014;y78;66;335;39616,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000015,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/015_obs-insc-cw-cand-000015_cam-hopkins-cw-000015_crosswalk-candidate,cam-hopkins-cw-000015,cam-hopkins-crosswalk-000015;y79;53;637;39617,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000016,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/016_obs-insc-cw-cand-000016_cam-hopkins-cw-000016_crosswalk-candidate,cam-hopkins-cw-000016,cam-hopkins-crosswalk-000016;y81;57;542;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000017,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/017_obs-insc-cw-cand-000017_cam-hopkins-cw-000017_crosswalk-candidate,cam-hopkins-cw-000017,cam-hopkins-crosswalk-000017;y82;58;625;39618,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000018,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/018_obs-insc-cw-cand-000018_cam-hopkins-cw-000018_crosswalk-candidate,cam-hopkins-cw-000018,cam-hopkins-crosswalk-000018;y86;185;391;39560,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000019,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/019_obs-insc-cw-cand-000019_cam-hopkins-cw-000019_crosswalk-candidate,cam-hopkins-cw-000019,cam-hopkins-crosswalk-000019;y87;174;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000020,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/020_obs-insc-cw-cand-000020_cam-hopkins-cw-000020_crosswalk-candidate,cam-hopkins-cw-000020,cam-hopkins-crosswalk-000020;y107;56;736;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000021,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/021_obs-insc-cw-cand-000021_cam-hopkins-cw-000021_crosswalk-candidate,cam-hopkins-cw-000021,cam-hopkins-crosswalk-000021;y125;146;548;40384,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000022,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/022_obs-insc-cw-cand-000022_cam-hopkins-cw-000022_crosswalk-candidate,cam-hopkins-cw-000022,cam-hopkins-crosswalk-000022;y129;8;408;40524,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000023,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/023_obs-insc-cw-cand-000023_cam-hopkins-cw-000023_crosswalk-candidate,cam-hopkins-cw-000023,cam-hopkins-crosswalk-000023;y133;248;417;39688,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000024,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/024_obs-insc-cw-cand-000024_cam-hopkins-cw-000024_crosswalk-candidate,cam-hopkins-cw-000024,cam-hopkins-crosswalk-000024;y134;2;468;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000025,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/025_obs-insc-cw-cand-000025_cam-hopkins-cw-000025_crosswalk-candidate,cam-hopkins-cw-000025,cam-hopkins-crosswalk-000025;y151;***;709;39953,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000026,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/026_obs-insc-cw-cand-000026_cam-hopkins-cw-000026_crosswalk-candidate,cam-hopkins-cw-000026,cam-hopkins-crosswalk-000026;y158;147;506;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000027,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/027_obs-insc-cw-cand-000027_cam-hopkins-cw-000027_crosswalk-candidate,cam-hopkins-cw-000027,cam-hopkins-crosswalk-000027;y163;149;630;39663,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000028,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/028_obs-insc-cw-cand-000028_cam-hopkins-cw-000028_crosswalk-candidate,cam-hopkins-cw-000028,cam-hopkins-crosswalk-000028;y164;130;674;40383,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000029,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/029_obs-insc-cw-cand-000029_cam-hopkins-cw-000029_crosswalk-candidate,cam-hopkins-cw-000029,cam-hopkins-crosswalk-000029;y181;164;653;39676,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000030,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/030_obs-insc-cw-cand-000030_cam-hopkins-cw-000030_crosswalk-candidate,cam-hopkins-cw-000030,cam-hopkins-crosswalk-000030;y183;148;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000031,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/031_obs-insc-cw-cand-000031_cam-hopkins-cw-000031_crosswalk-candidate,cam-hopkins-cw-000031,cam-hopkins-crosswalk-000031;y184;75;642;39698,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000032,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/032_obs-insc-cw-cand-000032_cam-hopkins-cw-000032_crosswalk-candidate,cam-hopkins-cw-000032,cam-hopkins-crosswalk-000032;y188;112;597;39701,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000033,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/033_obs-insc-cw-cand-000033_cam-hopkins-cw-000033_crosswalk-candidate,cam-hopkins-cw-000033,cam-hopkins-crosswalk-000033;y192;184;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000034,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/034_obs-insc-cw-cand-000034_cam-hopkins-cw-000034_crosswalk-candidate,cam-hopkins-cw-000034,cam-hopkins-crosswalk-000034;y198;125;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000035,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/035_obs-insc-cw-cand-000035_cam-hopkins-cw-000035_crosswalk-candidate,cam-hopkins-cw-000035,cam-hopkins-crosswalk-000035;y200;199;716;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000036,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/036_obs-insc-cw-cand-000036_cam-hopkins-cw-000036_crosswalk-candidate,cam-hopkins-cw-000036,cam-hopkins-crosswalk-000036;y201;198;489;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000037,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/037_obs-insc-cw-cand-000037_cam-hopkins-cw-000037_crosswalk-candidate,cam-hopkins-cw-000037,cam-hopkins-crosswalk-000037;y202;201;546;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000038,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/038_obs-insc-cw-cand-000038_cam-hopkins-cw-000038_crosswalk-candidate,cam-hopkins-cw-000038,cam-hopkins-crosswalk-000038;y205;204;537;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000039,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/039_obs-insc-cw-cand-000039_cam-hopkins-cw-000039_crosswalk-candidate,cam-hopkins-cw-000039,cam-hopkins-crosswalk-000039;y207;205;386;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000040,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/040_obs-insc-cw-cand-000040_cam-hopkins-cw-000040_crosswalk-candidate,cam-hopkins-cw-000040,cam-hopkins-crosswalk-000040;y211;214;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000041,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/041_obs-insc-cw-cand-000041_cam-hopkins-cw-000041_crosswalk-candidate,cam-hopkins-cw-000041,cam-hopkins-crosswalk-000041;y216;227;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000042,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/042_obs-insc-cw-cand-000042_cam-hopkins-cw-000042_crosswalk-candidate,cam-hopkins-cw-000042,cam-hopkins-crosswalk-000042;y245;203;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000043,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/043_obs-insc-cw-cand-000043_cam-hopkins-cw-000043_crosswalk-candidate,cam-hopkins-cw-000043,cam-hopkins-crosswalk-000043;y256;202;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000044,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/044_obs-insc-cw-cand-000044_cam-hopkins-cw-000044_crosswalk-candidate,cam-hopkins-cw-000044,cam-hopkins-crosswalk-000044;y259;207;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000045,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/045_obs-insc-cw-cand-000045_cam-hopkins-cw-000045_crosswalk-candidate,cam-hopkins-cw-000045,cam-hopkins-crosswalk-000045;y276;316;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000046,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/046_obs-insc-cw-cand-000046_cam-hopkins-cw-000046_crosswalk-candidate,cam-hopkins-cw-000046,cam-hopkins-crosswalk-000046;y284;200;497;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000047,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/047_obs-insc-cw-cand-000047_cam-hopkins-cw-000047_crosswalk-candidate,cam-hopkins-cw-000047,cam-hopkins-crosswalk-000047;y285;206;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000048,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/048_obs-insc-cw-cand-000048_cam-hopkins-cw-000048_crosswalk-candidate,cam-hopkins-cw-000048,cam-hopkins-crosswalk-000048;y304;21;545;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000049,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/049_obs-insc-cw-cand-000049_cam-hopkins-cw-000049_crosswalk-candidate,cam-hopkins-cw-000049,cam-hopkins-crosswalk-000049;y312;241;690;41507,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000050,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/050_obs-insc-cw-cand-000050_cam-hopkins-cw-000050_crosswalk-candidate,cam-hopkins-cw-000050,cam-hopkins-crosswalk-000050;y327;488;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000051,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/051_obs-insc-cw-cand-000051_cam-hopkins-cw-000051_crosswalk-candidate,cam-hopkins-cw-000051,cam-hopkins-crosswalk-000051;y334;151;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000052,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/052_obs-insc-cw-cand-000052_cam-hopkins-cw-000052_crosswalk-candidate,cam-hopkins-cw-000052,cam-hopkins-crosswalk-000052;y339;43;618;40571,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000053,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/053_obs-insc-cw-cand-000053_cam-hopkins-cw-000053_crosswalk-candidate,cam-hopkins-cw-000053,cam-hopkins-crosswalk-000053;y351;165;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000054,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/054_obs-insc-cw-cand-000054_cam-hopkins-cw-000054_crosswalk-candidate,cam-hopkins-cw-000054,cam-hopkins-crosswalk-000054;y353;134;699;39781,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000055,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/055_obs-insc-cw-cand-000055_cam-hopkins-cw-000055_crosswalk-candidate,cam-hopkins-cw-000055,cam-hopkins-crosswalk-000055;y358;238;723;40050,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000056,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/056_obs-insc-cw-cand-000056_cam-hopkins-cw-000056_crosswalk-candidate,cam-hopkins-cw-000056,cam-hopkins-crosswalk-000056;y362;15;652;39773,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000057,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/057_obs-insc-cw-cand-000057_cam-hopkins-cw-000057_crosswalk-candidate,cam-hopkins-cw-000057,cam-hopkins-crosswalk-000057;y374;79;411;39782,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000058,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/058_obs-insc-cw-cand-000058_cam-hopkins-cw-000058_crosswalk-candidate,cam-hopkins-cw-000058,cam-hopkins-crosswalk-000058;y389;231;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000059,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/059_obs-insc-cw-cand-000059_cam-hopkins-cw-000059_crosswalk-candidate,cam-hopkins-cw-000059,cam-hopkins-crosswalk-000059;y392;136;675;39526,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000060,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/060_obs-insc-cw-cand-000060_cam-hopkins-cw-000060_crosswalk-candidate,cam-hopkins-cw-000060,cam-hopkins-crosswalk-000060;y403;235;367;39776,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000061,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/061_obs-insc-cw-cand-000061_cam-hopkins-cw-000061_crosswalk-candidate,cam-hopkins-cw-000061,cam-hopkins-crosswalk-000061;y408;55;481;39538,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000062,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/062_obs-insc-cw-cand-000062_cam-hopkins-cw-000062_crosswalk-candidate,cam-hopkins-cw-000062,cam-hopkins-crosswalk-000062;y409;243;656;39811,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000063,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/063_obs-insc-cw-cand-000063_cam-hopkins-cw-000063_crosswalk-candidate,cam-hopkins-cw-000063,cam-hopkins-crosswalk-000063;y410;244;534;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000064,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/064_obs-insc-cw-cand-000064_cam-hopkins-cw-000064_crosswalk-candidate,cam-hopkins-cw-000064,cam-hopkins-crosswalk-000064;y414;133;473;40059,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000065,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/065_obs-insc-cw-cand-000065_cam-hopkins-cw-000065_crosswalk-candidate,cam-hopkins-cw-000065,cam-hopkins-crosswalk-000065;y428;217;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000066,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/001_000001-000100_obs-insc-cw-bucket_crosswalk-candidates/066_obs-insc-cw-cand-000066_cam-hopkins-cw-000066_crosswalk-candidate,cam-hopkins-cw-000066,cam-hopkins-crosswalk-000066;y429;218;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
