evidence_snapshot_id,source_engineering_gap_id,review_log_draft_id,source_id,gap_type,priority_rank,current_stage,source_title,provider,source_url,authority_tier,rights_status,risk_note,source_review_status,download_manifest_ids,download_manifest_artifact_kinds,download_manifest_commit_policies,download_log_ids,download_log_status_counts,download_log_http_status_counts,download_log_file_size_bytes_total,download_log_checksum_present_count,download_log_risk_notes,field_map_ids,field_map_target_record_types,field_map_review_status_counts,package_file_ids,package_file_kinds,package_file_commit_policies,metadata_profile_ids,metadata_profile_metrics,metadata_profile_review_status_counts,pipeline_observed_counts,coverage_observed_counts,route_files_to_open,route_file_missing_count,draft_path,required_next_checks,evidence_status,rights_decision_status,source_promotion_status,corpus_import_status,research_boundary,caution,updated_at
source-engineering-gap-evidence-snapshot-0011,source-engineering-gap-0011,source-engineering-gap-review-log-draft-0011,src-xiaoxuetang-jiaguwen,checksum_or_failed_download_status_review_needed,2,structured,小學堂甲骨文資料庫 / Xiaoxuetang Oracle Bone Script Database,Academia Sinica,https://xiaoxue.iis.sinica.edu.tw/jiaguwen,core_institutional,metadata_only_until_verified,Official academic database; automated downloads may be restricted and raw glyph images require source and rights review.,reviewed,dl-xxt-jgw-home;dl-xxt-jgw-about;dl-xxt-jgw-kaiorder-0502;dl-xxt-jgw-kaiorder-1176,landing_page;about_page;character_detail_page,download_to_tmp_log_checksum_only,dl-xxt-jgw-home;dl-xxt-jgw-about;dl-xxt-jgw-kaiorder-0502;dl-xxt-jgw-kaiorder-1176,download_error:2;downloaded_access_restricted_page:2,200:2,73834,2,Site returned an access-restricted HTML page; treat as access evidence only.;Local route probe failed before HTML capture. Python urllib/OpenSSL returned SSL UNEXPECTED_EOF_WHILE_READING; curl schannel returned failed to receive handshake. Treat as official route-access boundary evidence only.,field-map-000024;field-map-000025;field-map-000026;field-map-000027;field-map-000028;field-map-000029,oracle_character;oracle_glyph_form;oracle_character_occurrence;source_reference,reviewed_metadata_only:6,pkg-file-000030;pkg-file-000031,access_restricted_page_capture,download_to_tmp_log_checksum_only,,,,download_manifest_count=4;download_log_count=4;downloaded_count=2;access_boundary_or_error_count=4;checksum_present_count=2;size_recorded_count=4;field_map_count=6;large_source_register_count=1;package_manifest_count=2;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=4;download_log_count=4;downloaded_file_bytes=73834;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_download_log_only,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0011_src-xiaoxuetang-jiaguwen_checksum_or_failed_download_status_review_needed_review-log.md,open_download_log;separate_failed_or_restricted_rows_from checksum-bearing downloads;record_no_source_package_or_metadata_promotion_without verified checksum,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0012,source-engineering-gap-0012,source-engineering-gap-review-log-draft-0012,src-cambridge-hopkins,metadata_profile_extraction_needed,4,pending_human_review,Hopkins Collection of Chinese Oracle Bones Finding List,Cambridge University Library,https://www.lib.cam.ac.uk/collections/departments/chinese-collections/chinese-collections-te-cang-yu-zhuan-cang/finding-list,university_library_collection,metadata_only_until_verified,Official university library finding list; linked digitized assets require separate rights and IIIF review.,reviewed,dl-cambridge-hopkins-finding-list,library_finding_list,download_to_tmp_log_checksum_only,dl-cambridge-hopkins-finding-list,downloaded:1,200:1,74132,1,Stored under ignored tmp directory; commit log/checksum only.,field-map-000019;field-map-000020,oracle_inscription;statistics,reviewed_metadata_only:2,pkg-file-000015,lightweight_html_page,download_to_tmp_log_checksum_only,,,,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=2;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=4403,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=74132;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=5075;graph_edge_type_count=13;promotion_queue_candidate_count=0;coverage_status=has_relationship_graph_derivatives,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0012_src-cambridge-hopkins_metadata_profile_extraction_needed_review-log.md,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0013,source-engineering-gap-0013,source-engineering-gap-review-log-draft-0013,src-ihp-oracle-rubbings,metadata_profile_extraction_needed,4,structured,Oracle Bones Rubbings Database,Fu Ssu Nien Library / Institute of History and Philology Academia Sinica,https://dap.ihp.sinica.edu.tw/en/database/3/,core_institutional,metadata_only_until_verified,Official collection database with explicit site policy; raw image reuse requires policy review.,reviewed,dl-ihp-rubbings-overview,database_overview,download_to_tmp_log_checksum_only,dl-ihp-rubbings-overview,downloaded:1,200:1,13169,1,Stored under ignored tmp directory; commit log/checksum only.,field-map-000034,asset_metadata; excavation_or_collection_context,reviewed_metadata_only:1,pkg-file-000019,lightweight_html_page,download_to_tmp_log_checksum_only,,,,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=1;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=13169;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_download_log_only,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0013_src-ihp-oracle-rubbings_metadata_profile_extraction_needed_review-log.md,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0014,source-engineering-gap-0014,source-engineering-gap-review-log-draft-0014,src-obid-ancientbooks,metadata_profile_extraction_needed,4,structured,殷墟甲骨文数据库 / Yinxu Oracle Bone Inscriptions Database,浙江师范大学; 陈年福教授; 古联（北京）数字传媒科技有限公司,https://obid.ancientbooks.cn/,scholarly_commercial_platform,source_marked_risk_noted,Professional/editorial source but commercial platform; access and redistribution rights require visible caution.,reviewed,dl-obid-ancientbooks-home,database_home_page,download_to_tmp_log_checksum_only,dl-obid-ancientbooks-home,downloaded:1,200:1,19582,1,Stored under ignored tmp directory; commit log/checksum only.,field-map-000017;field-map-000018,source_record;external_source_prefix,reviewed_metadata_only:2,pkg-file-000024,lightweight_html_page,download_to_tmp_log_checksum_only,,,,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=2;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=19582;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_download_log_only,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0014_src-obid-ancientbooks_metadata_profile_extraction_needed_review-log.md,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0015,source-engineering-gap-0015,source-engineering-gap-review-log-draft-0015,src-xiaoxuetang-jiaguwen,metadata_profile_extraction_needed,4,structured,小學堂甲骨文資料庫 / Xiaoxuetang Oracle Bone Script Database,Academia Sinica,https://xiaoxue.iis.sinica.edu.tw/jiaguwen,core_institutional,metadata_only_until_verified,Official academic database; automated downloads may be restricted and raw glyph images require source and rights review.,reviewed,dl-xxt-jgw-home;dl-xxt-jgw-about;dl-xxt-jgw-kaiorder-0502;dl-xxt-jgw-kaiorder-1176,landing_page;about_page;character_detail_page,download_to_tmp_log_checksum_only,dl-xxt-jgw-home;dl-xxt-jgw-about;dl-xxt-jgw-kaiorder-0502;dl-xxt-jgw-kaiorder-1176,download_error:2;downloaded_access_restricted_page:2,200:2,73834,2,Site returned an access-restricted HTML page; treat as access evidence only.;Local route probe failed before HTML capture. Python urllib/OpenSSL returned SSL UNEXPECTED_EOF_WHILE_READING; curl schannel returned failed to receive handshake. Treat as official route-access boundary evidence only.,field-map-000024;field-map-000025;field-map-000026;field-map-000027;field-map-000028;field-map-000029,oracle_character;oracle_glyph_form;oracle_character_occurrence;source_reference,reviewed_metadata_only:6,pkg-file-000030;pkg-file-000031,access_restricted_page_capture,download_to_tmp_log_checksum_only,,,,download_manifest_count=4;download_log_count=4;downloaded_count=2;access_boundary_or_error_count=4;checksum_present_count=2;size_recorded_count=4;field_map_count=6;large_source_register_count=1;package_manifest_count=2;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=4;download_log_count=4;downloaded_file_bytes=73834;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_download_log_only,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0015_src-xiaoxuetang-jiaguwen_metadata_profile_extraction_needed_review-log.md,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0016,source-engineering-gap-0016,source-engineering-gap-review-log-draft-0016,src-xiaoxuetang-obm,metadata_profile_extraction_needed,4,structured,甲骨文合集材料來源表 / Source Table for Collection of Oracle Bone Inscriptions,Academia Sinica,https://xiaoxue.iis.sinica.edu.tw/obm,core_institutional,metadata_only_until_verified,Official source table; Heji identifiers are plate/material references and not universal character IDs.,reviewed,dl-xxt-obm-example;dl-xxt-obm-guide;dl-xxt-obm-appendix01;dl-xxt-obm-appendix02,source_table_rules_page;user_guide_pdf;old_catalog_abbreviation_appendix;holding_abbreviation_appendix,download_to_tmp_log_checksum_only,dl-xxt-obm-example;dl-xxt-obm-guide;dl-xxt-obm-appendix01;dl-xxt-obm-appendix02,downloaded_access_restricted_page:4,200:4,147668,4,Site returned an access-restricted HTML page; treat as access evidence only.,field-map-000030;field-map-000031;field-map-000032;field-map-000033;field-map-000035;field-map-000036,oracle_inscription;source_reference;excavation_or_collection_context,reviewed_metadata_only:6,pkg-file-000032;pkg-file-000033;pkg-file-000034;pkg-file-000035,access_restricted_page_capture,download_to_tmp_log_checksum_only,,,,download_manifest_count=4;download_log_count=4;downloaded_count=4;access_boundary_or_error_count=4;checksum_present_count=4;size_recorded_count=4;field_map_count=6;large_source_register_count=1;package_manifest_count=4;metadata_profile_count=0;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=4;download_log_count=4;downloaded_file_bytes=147668;metadata_profile_metric_count=0;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_download_log_only,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0016_src-xiaoxuetang-obm_metadata_profile_extraction_needed_review-log.md,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0017,source-engineering-gap-0017,source-engineering-gap-review-log-draft-0017,src-ihp-museum-oracle-bones,source_field_map_needed,5,pending_human_review,Oracle Bones Collection Page,Museum of the Institute of History and Philology Academia Sinica,https://museum.sinica.edu.tw/en/collection/32/,core_institutional,metadata_only_until_verified,Official museum page; image reuse requires museum policy review.,reviewed,dl-ihp-museum-oracle-bones,museum_collection_page,download_to_tmp_log_checksum_only,dl-ihp-museum-oracle-bones,downloaded:1,200:1,54136,1,Stored under ignored tmp directory; commit log/checksum only.,,,,pkg-file-000018,lightweight_html_page,download_to_tmp_log_checksum_only,metadata-profile-000049;metadata-profile-000050,registered_scope;downloaded_page_size_bytes,reviewed_metadata_only:2,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=0;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=2;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=54136;metadata_profile_metric_count=2;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_downloaded_metadata_profile,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0017_src-ihp-museum-oracle-bones_source_field_map_needed_review-log.md,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0018,source-engineering-gap-0018,source-engineering-gap-review-log-draft-0018,src-open-oracle,source_field_map_needed,5,pending_human_review,Open-Oracle project repository,Yuliang Liu research group,https://github.com/Yuliang-Liu/Open-Oracle,scholarly_project,source_marked_risk_noted,Useful for locating academic datasets and AI task strategies; underlying dataset rights and source chains must be reviewed separately.,reviewed,dl-open-oracle-readme,github_readme,download_to_tmp_log_checksum_only,dl-open-oracle-readme,downloaded:1,200:1,15942,1,Stored under ignored tmp directory; commit log/checksum only.,,,,pkg-file-000025,lightweight_md_text,download_to_tmp_log_checksum_only,metadata-profile-000056;metadata-profile-000057,registered_project_links;downloaded_readme_size_bytes,reviewed_metadata_only:2,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=0;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=2;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=15942;metadata_profile_metric_count=2;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_downloaded_metadata_profile,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0018_src-open-oracle_source_field_map_needed_review-log.md,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0019,source-engineering-gap-0019,source-engineering-gap-review-log-draft-0019,src-oracle-mnist,source_field_map_needed,5,pending_human_review,Oracle-MNIST dataset,Published research team / GitHub / Figshare / Science Data Bank,https://github.com/wm-bupt/oracle-mnist,peer_reviewed_dataset,source_marked_risk_noted,Useful for recognition tests but too narrow for corpus construction.,reviewed,dl-oracle-mnist-readme,github_readme,download_to_tmp_log_checksum_only,dl-oracle-mnist-readme,downloaded:1,200:1,5013,1,Stored under ignored tmp directory; commit log/checksum only.,,,,pkg-file-000026,lightweight_md_text,download_to_tmp_log_checksum_only,metadata-profile-000058;metadata-profile-000059,registered_dataset_scope;downloaded_readme_size_bytes,reviewed_metadata_only:2,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=0;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=2;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=5013;metadata_profile_metric_count=2;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_downloaded_metadata_profile,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0019_src-oracle-mnist_source_field_map_needed_review-log.md,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0020,source-engineering-gap-0020,source-engineering-gap-review-log-draft-0020,src-yinqi-wenyuan,source_field_map_needed,5,pending_human_review,殷契文渊 / Oracle Bones Corpus,Key Laboratory of Oracle Bone Inscriptions Information Processing Anyang Normal University; CASS Oracle Studies Center,https://jgw.aynu.edu.cn/,scholarly_platform,source_marked_risk_noted,"Professional and important platform, but rights status is mixed; use metadata and cross-check against institutional/catalog sources.",reviewed,dl-yinqi-home,platform_home_page,download_to_tmp_log_checksum_only,dl-yinqi-home,downloaded:1,200:1,32900,1,Stored under ignored tmp directory; commit log/checksum only.,,,,pkg-file-000036,lightweight_html_page,download_to_tmp_log_checksum_only,metadata-profile-000051;metadata-profile-000052,registered_platform_sections;downloaded_page_size_bytes,reviewed_metadata_only:2,download_manifest_count=1;download_log_count=1;downloaded_count=1;access_boundary_or_error_count=0;checksum_present_count=1;size_recorded_count=1;field_map_count=0;large_source_register_count=1;package_manifest_count=1;metadata_profile_count=2;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=32900;metadata_profile_metric_count=2;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_downloaded_metadata_profile,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0020_src-yinqi-wenyuan_source_field_map_needed_review-log.md,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-evidence-snapshot-0021,source-engineering-gap-0021,source-engineering-gap-review-log-draft-0021,src-sinica-da-xiaoxuetang-site,safe_derived_record_decision_needed,7,pending_human_review,小學堂文字學資料庫 / Academia Sinica Digital Archives Xiaoxuetang Profile,Academia Sinica Digital Culture Center,https://sinica.digitalarchives.tw/site_6071.html,institutional_portal,metadata_only_until_verified,Portal description is database-level evidence and does not provide row-level character or inscription records.,reviewed,dl-sinica-da-xiaoxuetang-site,institutional_portal_page,download_to_tmp_log_checksum_only,dl-sinica-da-xiaoxuetang-site,download_error:1,,0,0,"<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sinica.digitalarchives.tw'. (_ssl.c:1032)>",field-map-000052,source_reference,reviewed_metadata_only:1,,,,metadata-profile-000044;metadata-profile-000045;metadata-profile-000046,xiaoxuetang_glyph_total_over;xiaoxuetang_phonology_total_over;xiaoxuetang_dictionary_index_total_over,reviewed_metadata_only:3,download_manifest_count=1;download_log_count=1;downloaded_count=0;access_boundary_or_error_count=1;checksum_present_count=0;size_recorded_count=1;field_map_count=1;large_source_register_count=0;package_manifest_count=0;metadata_profile_count=3;asset_count=0;candidate_queue_count=0;graph_edge_count=0,download_manifest_count=1;download_log_count=1;downloaded_file_bytes=0;metadata_profile_metric_count=3;committed_asset_count=0;committed_asset_bytes=0;graph_edge_count=0;graph_edge_type_count=0;promotion_queue_candidate_count=0;coverage_status=has_downloaded_metadata_profile,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,0,doc/public/user_research/009_source-engineering-gap-review-queues/0021_src-sinica-da-xiaoxuetang-site_safe_derived_record_decision_needed_review-log.md,open_metadata_profile_source_route_and_rights_status;decide_next_safe_derivative_staging_or_review_queue;record_no_corpus_promotion_without_source_marked_review,metadata_only_existing_records_snapshot,no_new_rights_decision,not_promoted,not_imported,source_engineering_gap_evidence_snapshot_not_scholarship,"This row snapshots existing source-engineering metadata only. It is not a new download, not checksum recalculation, not rights clearance, not source promotion, not corpus import, not an oracle-character identity claim, and not a decipherment conclusion.",2026-06-19
