cambridge_hopkins_review_task_id,candidate_inscription_crosswalk_id,source_id,evidence_download_id,priority_rank,priority_bucket,period_label,group_number,group_declared_count,period_group_observed_row_count,period_group_count_status,yingguo_ref_id,cul_ref_id,chalfant_ref_id,heji_ref_id,missing_reference_count,missing_reference_types,required_next_checks,route_files_to_open,expected_output_path,formal_inscription_assignment_status,catalog_identity_claim_status,image_evidence_status,text_transcription_status,collection_object_match_status,task_status,research_boundary,rights_status,review_status,caution,updated_at
cam-hopkins-crosswalk-review-0001,cam-hopkins-crosswalk-000259,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,1,missing_cul_chalfant_heji_refs,I,19,13,52,differs_from_declared_period_group_count,y1751,***,***,*****,3,cul_ref;chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_cul_ref;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0001_cam-hopkins-crosswalk-000259_missing_cul_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0124,cam-hopkins-crosswalk-000426,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,II,19,22,21,differs_from_declared_period_group_count,y2250,525,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0124_cam-hopkins-crosswalk-000426_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0125,cam-hopkins-crosswalk-000428,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,II,20,2,2,matches_declared_period_group_count,y2258,527,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0125_cam-hopkins-crosswalk-000428_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0126,cam-hopkins-crosswalk-000434,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,1,7,7,matches_declared_period_group_count,y2273,301,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0126_cam-hopkins-crosswalk-000434_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0127,cam-hopkins-crosswalk-000436,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,3,1,1,matches_declared_period_group_count,y2279,529,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0127_cam-hopkins-crosswalk-000436_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0128,cam-hopkins-crosswalk-000443,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,10,17,17,matches_declared_period_group_count,y2302,282,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0128_cam-hopkins-crosswalk-000443_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0129,cam-hopkins-crosswalk-000445,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,10,17,17,matches_declared_period_group_count,y2306,271,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0129_cam-hopkins-crosswalk-000445_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0130,cam-hopkins-crosswalk-000446,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,10,17,17,matches_declared_period_group_count,y2307,315,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0130_cam-hopkins-crosswalk-000446_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0131,cam-hopkins-crosswalk-000449,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,10,17,17,matches_declared_period_group_count,y2317,270,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0131_cam-hopkins-crosswalk-000449_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0132,cam-hopkins-crosswalk-000452,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,10,17,17,matches_declared_period_group_count,y2322,272,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0132_cam-hopkins-crosswalk-000452_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0133,cam-hopkins-crosswalk-000455,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,11,1,1,matches_declared_period_group_count,y2333,312,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0133_cam-hopkins-crosswalk-000455_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0134,cam-hopkins-crosswalk-000458,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,13,3,3,matches_declared_period_group_count,y2340,595,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0134_cam-hopkins-crosswalk-000458_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0135,cam-hopkins-crosswalk-000462,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,17,9,9,matches_declared_period_group_count,y2352,277,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0135_cam-hopkins-crosswalk-000462_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0136,cam-hopkins-crosswalk-000463,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,17,9,9,matches_declared_period_group_count,y2359,302,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0136_cam-hopkins-crosswalk-000463_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0137,cam-hopkins-crosswalk-000464,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,17,9,9,matches_declared_period_group_count,y2363,273,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0137_cam-hopkins-crosswalk-000464_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
cam-hopkins-crosswalk-review-0138,cam-hopkins-crosswalk-000467,src-cambridge-hopkins,dl-cambridge-hopkins-finding-list,2,missing_chalfant_heji_refs,III,17,9,9,matches_declared_period_group_count,y2369,287,***,*****,2,chalfant_ref;heji_ref,open_cambridge_hopkins_crosswalk_row;verify_source_download_log_checksum_size_and_rights_boundary;compare_yingguo_cul_chalfant_heji_refs_against_primary_catalog_or_object_record;record_no_formal_obi_assignment_no_reading_no_object_identity_claim;locate_or_confirm_missing_chalfant_ref;locate_or_confirm_missing_heji_ref,corpus/002_oracle-bone-inscriptions/000_inscription-registers/002_cambridge-hopkins-crosswalk-staging.csv;corpus/002_oracle-bone-inscriptions/000_inscription-registers/003_cambridge-hopkins-classified-summary.csv;corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/009_statistics-and-derived-features/011_ai-agent-source-route-review-results.csv,doc/public/user_research/007_inscription-crosswalk-review-queues/0138_cam-hopkins-crosswalk-000467_missing_chalfant_heji_refs_review-log.md,not_assigned_formal_obi_id,not_confirmed_catalog_identity,not_collected,not_collected,not_collected,needs_catalog_crosswalk_review,cambridge_hopkins_inscription_crosswalk_review_metadata_only_not_scholarship,metadata_only_until_verified,needs_human_review,"This row is an inscription catalog-crosswalk review task only. It preserves Cambridge/Hopkins finding-list metadata and routes reviewers to source-marked references; it is not a formal obi-* assignment, not an object identity claim, not an inscription reading, not a Heji/OBM confirmation, and not a decipherment conclusion.",2026-06-19
