source_engineering_gap_id,source_id,priority_rank,gap_type,current_stage,authority_tier,rights_status,download_manifest_count,download_log_count,downloaded_count,access_boundary_or_error_count,checksum_present_count,size_recorded_count,field_map_count,large_source_register_count,package_manifest_count,metadata_profile_count,asset_count,candidate_queue_count,graph_edge_count,downloaded_file_bytes,download_status_counts,observed_gap_evidence,required_next_checks,route_files_to_open,expected_output_path,commit_policy_boundary,source_promotion_status,research_boundary,review_status,caution,updated_at
source-engineering-gap-0011,src-xiaoxuetang-jiaguwen,2,checksum_or_failed_download_status_review_needed,structured,core_institutional,metadata_only_until_verified,4,4,2,4,2,4,6,1,2,0,0,0,0,73834,download_error:2;downloaded_access_restricted_page:2,current_stage=structured;download_status_counts=download_error:2;downloaded_access_restricted_page:2;downloaded_count=2;download_log_count=4;checksum_present_count=2;field_map_count=6;package_manifest_count=2;metadata_profile_count=0;graph_edge_count=0;downloaded_file_bytes=73834;gap_type=checksum_or_failed_download_status_review_needed,open_download_log;separate_failed_or_restricted_rows_from checksum-bearing downloads;record_no_source_package_or_metadata_promotion_without verified checksum,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0011_src-xiaoxuetang-jiaguwen_checksum_or_failed_download_status_review_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0012,src-cambridge-hopkins,4,metadata_profile_extraction_needed,pending_human_review,university_library_collection,metadata_only_until_verified,1,1,1,0,1,1,2,1,1,0,0,0,4403,74132,downloaded:1,current_stage=pending_human_review;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=2;package_manifest_count=1;metadata_profile_count=0;graph_edge_count=4403;downloaded_file_bytes=74132;gap_type=metadata_profile_extraction_needed,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0012_src-cambridge-hopkins_metadata_profile_extraction_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0013,src-ihp-oracle-rubbings,4,metadata_profile_extraction_needed,structured,core_institutional,metadata_only_until_verified,1,1,1,0,1,1,1,1,1,0,0,0,0,13169,downloaded:1,current_stage=structured;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=1;package_manifest_count=1;metadata_profile_count=0;graph_edge_count=0;downloaded_file_bytes=13169;gap_type=metadata_profile_extraction_needed,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0013_src-ihp-oracle-rubbings_metadata_profile_extraction_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0014,src-obid-ancientbooks,4,metadata_profile_extraction_needed,structured,scholarly_commercial_platform,source_marked_risk_noted,1,1,1,0,1,1,2,1,1,0,0,0,0,19582,downloaded:1,current_stage=structured;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=2;package_manifest_count=1;metadata_profile_count=0;graph_edge_count=0;downloaded_file_bytes=19582;gap_type=metadata_profile_extraction_needed,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0014_src-obid-ancientbooks_metadata_profile_extraction_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0015,src-xiaoxuetang-jiaguwen,4,metadata_profile_extraction_needed,structured,core_institutional,metadata_only_until_verified,4,4,2,4,2,4,6,1,2,0,0,0,0,73834,download_error:2;downloaded_access_restricted_page:2,current_stage=structured;download_status_counts=download_error:2;downloaded_access_restricted_page:2;downloaded_count=2;download_log_count=4;checksum_present_count=2;field_map_count=6;package_manifest_count=2;metadata_profile_count=0;graph_edge_count=0;downloaded_file_bytes=73834;gap_type=metadata_profile_extraction_needed,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0015_src-xiaoxuetang-jiaguwen_metadata_profile_extraction_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0016,src-xiaoxuetang-obm,4,metadata_profile_extraction_needed,structured,core_institutional,metadata_only_until_verified,4,4,4,4,4,4,6,1,4,0,0,0,0,147668,downloaded_access_restricted_page:4,current_stage=structured;download_status_counts=downloaded_access_restricted_page:4;downloaded_count=4;download_log_count=4;checksum_present_count=4;field_map_count=6;package_manifest_count=4;metadata_profile_count=0;graph_edge_count=0;downloaded_file_bytes=147668;gap_type=metadata_profile_extraction_needed,open_download_log_and_source_register;extract_metadata_only_counts_or_scope_from_committed_evidence;record_review_status_and_no_scholarly_claim,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0016_src-xiaoxuetang-obm_metadata_profile_extraction_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0017,src-ihp-museum-oracle-bones,5,source_field_map_needed,pending_human_review,core_institutional,metadata_only_until_verified,1,1,1,0,1,1,0,1,1,2,0,0,0,54136,downloaded:1,current_stage=pending_human_review;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=0;package_manifest_count=1;metadata_profile_count=2;graph_edge_count=0;downloaded_file_bytes=54136;gap_type=source_field_map_needed,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0017_src-ihp-museum-oracle-bones_source_field_map_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0018,src-open-oracle,5,source_field_map_needed,pending_human_review,scholarly_project,source_marked_risk_noted,1,1,1,0,1,1,0,1,1,2,0,0,0,15942,downloaded:1,current_stage=pending_human_review;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=0;package_manifest_count=1;metadata_profile_count=2;graph_edge_count=0;downloaded_file_bytes=15942;gap_type=source_field_map_needed,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0018_src-open-oracle_source_field_map_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0019,src-oracle-mnist,5,source_field_map_needed,pending_human_review,peer_reviewed_dataset,source_marked_risk_noted,1,1,1,0,1,1,0,1,1,2,0,0,0,5013,downloaded:1,current_stage=pending_human_review;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=0;package_manifest_count=1;metadata_profile_count=2;graph_edge_count=0;downloaded_file_bytes=5013;gap_type=source_field_map_needed,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0019_src-oracle-mnist_source_field_map_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0020,src-yinqi-wenyuan,5,source_field_map_needed,pending_human_review,scholarly_platform,source_marked_risk_noted,1,1,1,0,1,1,0,1,1,2,0,0,0,32900,downloaded:1,current_stage=pending_human_review;download_status_counts=downloaded:1;downloaded_count=1;download_log_count=1;checksum_present_count=1;field_map_count=0;package_manifest_count=1;metadata_profile_count=2;graph_edge_count=0;downloaded_file_bytes=32900;gap_type=source_field_map_needed,open_source_register_and_available_metadata_profile;define_source_fields_or_units_to_project_record_targets;record_rights_boundary_for_each mapped field,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0020_src-yinqi-wenyuan_source_field_map_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0021,src-sinica-da-xiaoxuetang-site,7,safe_derived_record_decision_needed,pending_human_review,institutional_portal,metadata_only_until_verified,1,1,0,1,0,1,1,0,0,3,0,0,0,0,download_error:1,current_stage=pending_human_review;download_status_counts=download_error:1;downloaded_count=0;download_log_count=1;checksum_present_count=0;field_map_count=1;package_manifest_count=0;metadata_profile_count=3;graph_edge_count=0;downloaded_file_bytes=0;gap_type=safe_derived_record_decision_needed,open_metadata_profile_source_route_and_rights_status;decide_next_safe_derivative_staging_or_review_queue;record_no_corpus_promotion_without_source_marked_review,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0021_src-sinica-da-xiaoxuetang-site_safe_derived_record_decision_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
source-engineering-gap-0022,src-sinica-yinshang-oracle-vocabulary,7,safe_derived_record_decision_needed,pending_human_review,institutional_database,metadata_only_until_verified,1,1,0,1,0,1,2,0,0,2,0,0,0,0,download_error:1,current_stage=pending_human_review;download_status_counts=download_error:1;downloaded_count=0;download_log_count=1;checksum_present_count=0;field_map_count=2;package_manifest_count=0;metadata_profile_count=2;graph_edge_count=0;downloaded_file_bytes=0;gap_type=safe_derived_record_decision_needed,open_metadata_profile_source_route_and_rights_status;decide_next_safe_derivative_staging_or_review_queue;record_no_corpus_promotion_without_source_marked_review,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0022_src-sinica-yinshang-oracle-vocabulary_safe_derived_record_decision_needed_review-log.md,metadata_review_only_raw_or_temporary_material_stays_outside_regular_git,not_promoted,source_engineering_gap_queue_metadata_only_not_scholarship,needs_source_engineering_review,"This row is a source-engineering gap task only. It routes agents to current provenance, download, manifest, field-map, and derived-record evidence; it is not a source promotion decision, not rights clearance, not a corpus import, not an identity claim, and not a decipherment conclusion.",2026-06-19
