quality_row_id,dataset_id,dataset_type,path,row_count,key_fields,required_fields,duplicate_key_count,missing_required_value_count,unknown_source_ref_count,unknown_download_ref_count,unknown_large_source_ref_count,missing_path_count,boundary_status_violation_count,issue_count,completeness_percent,status_counts,quality_status,caution,updated_at
data-quality-017,source_engineering_next_action_result_scaffold,source_engineering_next_action_result_scaffold,corpus/009_statistics-and-derived-features/105_ai-agent-source-engineering-next-action-result-scaffold.csv,45,result_scaffold_id,result_scaffold_id;next_action_id;evidence_snapshot_id;source_engineering_gap_id;review_log_draft_id;source_id;gap_type;priority_rank;action_lane;source_checklist_path;source_review_log_path;expected_result_path;result_record_path;result_status;evidence_collection_status;remaining_blockers;required_followup;human_review_status;rights_decision_status;source_promotion_status;corpus_import_status;decipherment_claim_status;research_boundary;caution,0,0,0,0,0,0,0,0,100.00,corpus_import_status=not_imported:45;decipherment_claim_status=no_decipherment_claim:45;evidence_collection_status=not_collected:45;human_review_status=pending_human_review:45;result_status=not_started:45;rights_decision_status=no_new_rights_decision:45;source_promotion_status=not_promoted:45,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-018,source_engineering_lane_summary,source_engineering_lane_summary,corpus/009_statistics-and-derived-features/106_ai-agent-source-engineering-lane-summary.csv,6,lane_summary_id,lane_summary_id;action_lane;action_count;source_count;priority_min;priority_max;gap_type_counts;safe_to_automate_status_counts;result_status_counts;evidence_collection_status_counts;human_review_status_counts;rights_decision_status_counts;source_promotion_status_counts;corpus_import_status_counts;decipherment_claim_status_counts;source_ids;next_action_ids;result_scaffold_ids;blocking_conditions;checklist_path;result_scaffold_path;review_status;research_boundary;caution,0,0,0,0,0,0,0,0,100.00,review_status=summary_only_pending_source_engineering_review:6,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-019,source_field_map_scaffold,source_field_map_scaffold,corpus/009_statistics-and-derived-features/108_ai-agent-source-field-map-scaffold.csv,4,field_map_scaffold_id,field_map_scaffold_id;next_action_id;source_engineering_gap_id;source_id;source_title;provider;source_type;source_url;rights_status;risk_note;action_lane;review_log_path;result_record_path;existing_field_map_count;proposed_source_level;proposed_source_field_or_unit;proposed_source_meaning;proposed_target_record_type;proposed_target_project_fields;field_map_review_status;human_review_status;rights_decision_status;source_promotion_status;corpus_import_status;decipherment_claim_status;research_boundary;caution,0,0,0,0,0,0,0,0,100.00,corpus_import_status=not_imported:4;decipherment_claim_status=no_decipherment_claim:4;field_map_review_status=pending_human_field_map_review:4;human_review_status=pending_human_review:4;rights_decision_status=no_new_rights_decision:4;source_promotion_status=not_promoted:4,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-020,source_field_map_review_checklist,source_field_map_review_checklist,corpus/009_statistics-and-derived-features/109_ai-agent-source-field-map-review-checklist.csv,4,field_map_checklist_id,field_map_checklist_id;field_map_scaffold_id;next_action_id;source_engineering_gap_id;source_id;source_title;provider;source_type;rights_status;risk_note;review_log_path;result_record_path;source_register_path;existing_field_map_path;lane_route_pack_path;scaffold_path;proposed_target_record_type;proposed_target_project_fields;required_review_steps;blocking_condition;checklist_status;field_map_review_status;human_review_status;rights_decision_status;source_promotion_status;corpus_import_status;decipherment_claim_status;research_boundary;caution,0,0,0,0,0,0,0,0,100.00,checklist_status=not_started:4;corpus_import_status=not_imported:4;decipherment_claim_status=no_decipherment_claim:4;field_map_review_status=pending_human_field_map_review:4;human_review_status=pending_human_review:4;rights_decision_status=no_new_rights_decision:4;source_promotion_status=not_promoted:4,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-021,source_field_map_review_result_scaffold,source_field_map_review_result_scaffold,corpus/009_statistics-and-derived-features/110_ai-agent-source-field-map-review-result-scaffold.csv,4,field_map_result_scaffold_id,field_map_result_scaffold_id;field_map_checklist_id;field_map_scaffold_id;next_action_id;source_engineering_gap_id;source_id;source_title;provider;source_type;rights_status;risk_note;checklist_path;scaffold_path;review_log_path;source_register_path;target_reviewed_field_map_path;result_record_path;reserved_review_fields;reviewed_source_level;reviewed_source_field_or_unit;reviewed_source_meaning;reviewed_target_record_type;reviewed_target_project_fields;field_map_review_notes;field_map_blockers;required_followup;field_map_result_status;field_map_review_status;human_review_status;rights_decision_status;source_promotion_status;corpus_import_status;decipherment_claim_status;research_boundary;caution,0,0,0,0,0,0,0,0,100.00,corpus_import_status=not_imported:4;decipherment_claim_status=no_decipherment_claim:4;field_map_result_status=not_started:4;field_map_review_status=pending_human_field_map_review:4;human_review_status=pending_human_review:4;rights_decision_status=no_new_rights_decision:4;source_promotion_status=not_promoted:4,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-022,005_hust-obc-candidate-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,3562,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,0,0,100.00,review_status=reviewed;confidence_level=high:3562,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-023,006_obimd-component-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,44433,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,0,0,100.00,review_status=reviewed;confidence_level=high:44433,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-024,007_evobc-evolution-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,51679,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,0,0,100.00,review_status=reviewed;confidence_level=high:51679,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-025,008_cambridge-hopkins-inscription-crosswalk-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,4403,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,0,0,100.00,review_status=reviewed;confidence_level=high:4403,pass,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-026,009_character-asset-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/009_character-asset-graph-edges.jsonl,1002,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,1002,1002,100.00,review_status=needs_human_visual_review;confidence_level=high:1002,needs_review,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
data-quality-027,010_cross-source-id-graph-edges,relationship_graph_jsonl,corpus/008_relationship-graph/010_cross-source-id-graph-edges.jsonl,1737,edge_id,edge_id;source_node_id;edge_type;target_node_id;confidence_level;source_ids;review_status,0,0,0,0,0,0,1737,1737,100.00,review_status=needs_cross_source_review;confidence_level=high:1737,needs_review,"Data-quality audit only; zero engineering issues here does not confirm oracle-character identity, readings, components, inscription context, or evolution/correspondence claims.",2026-06-19
