source_summary_id,source_id,source_type,rights_status,pipeline_gap_status,review_lanes,phase_names,route_count,downloaded_count_max,checksum_present_count_max,package_manifest_count_max,metadata_profile_count_max,candidate_queue_count_total,cross_source_crosswalk_match_count_total,graph_edge_count_total,route_ids,result_scaffold_ids,action_ids,phase_row_ids,action_types,action_priorities,route_files_to_open,phase_evidence_paths,source_route_summary_path,action_result_scaffold_path,route_status,result_status,evidence_collection_status,reviewed_evidence_paths,reviewed_outcome_summary,remaining_blockers_reviewed,required_followup_reviewed,human_review_status,rights_decision_status,source_promotion_status,corpus_import_status,decipherment_claim_status,research_boundary,caution,updated_at
source-pipeline-phase-action-source-summary-011,src-obimd,open_research_dataset,licensed_for_repository,needs_safe_derived_record_review,safe_derived_record_decision,verified,1,6,6,7,5,0,22,44433,source-pipeline-phase-action-route-036,source-pipeline-phase-action-result-scaffold-036,source-pipeline-phase-action-036,source-pipeline-phase-011,record_human_review_outcome,human_outcome_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_candidate_or_graph_derivatives;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-012,src-open-oracle,project_repository,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,linked;unpacked;verified,3,1,1,0,2,0,0,0,source-pipeline-phase-action-route-037;source-pipeline-phase-action-route-038;source-pipeline-phase-action-route-039,source-pipeline-phase-action-result-scaffold-037;source-pipeline-phase-action-result-scaffold-038;source-pipeline-phase-action-result-scaffold-039,source-pipeline-phase-action-037;source-pipeline-phase-action-038;source-pipeline-phase-action-039,source-pipeline-phase-012,record_human_review_outcome;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-013,src-oracle-mnist,open_research_dataset,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,linked;unpacked;verified,3,1,1,0,2,0,0,0,source-pipeline-phase-action-route-040;source-pipeline-phase-action-route-041;source-pipeline-phase-action-route-042,source-pipeline-phase-action-result-scaffold-040;source-pipeline-phase-action-result-scaffold-041;source-pipeline-phase-action-result-scaffold-042,source-pipeline-phase-action-040;source-pipeline-phase-action-041;source-pipeline-phase-action-042,source-pipeline-phase-013,record_human_review_outcome;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-014,src-penn-museum-oracle-bone,museum_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,linked;unpacked;verified,3,1,1,0,4,0,0,0,source-pipeline-phase-action-route-043;source-pipeline-phase-action-route-044;source-pipeline-phase-action-route-045,source-pipeline-phase-action-result-scaffold-043;source-pipeline-phase-action-result-scaffold-044;source-pipeline-phase-action-result-scaffold-045,source-pipeline-phase-action-043;source-pipeline-phase-action-044;source-pipeline-phase-action-045,source-pipeline-phase-014,record_human_review_outcome;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-015,src-sinica-da-xiaoxuetang-site,online_portal,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,downloaded;linked;unpacked;verified,4,0,0,0,3,0,0,0,source-pipeline-phase-action-route-046;source-pipeline-phase-action-route-047;source-pipeline-phase-action-route-048;source-pipeline-phase-action-route-049,source-pipeline-phase-action-result-scaffold-046;source-pipeline-phase-action-result-scaffold-047;source-pipeline-phase-action-result-scaffold-048;source-pipeline-phase-action-result-scaffold-049,source-pipeline-phase-action-046;source-pipeline-phase-action-047;source-pipeline-phase-action-048;source-pipeline-phase-action-049,source-pipeline-phase-015,record_human_review_outcome;resolve_download_or_access_boundary;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_access_boundary_review;high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-016,src-sinica-yinshang-oracle-vocabulary,online_database,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,downloaded;linked;unpacked;verified,4,0,0,0,2,0,0,0,source-pipeline-phase-action-route-050;source-pipeline-phase-action-route-051;source-pipeline-phase-action-route-052;source-pipeline-phase-action-route-053,source-pipeline-phase-action-result-scaffold-050;source-pipeline-phase-action-result-scaffold-051;source-pipeline-phase-action-result-scaffold-052;source-pipeline-phase-action-result-scaffold-053,source-pipeline-phase-action-050;source-pipeline-phase-action-051;source-pipeline-phase-action-052;source-pipeline-phase-action-053,source-pipeline-phase-016,record_human_review_outcome;resolve_download_or_access_boundary;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_access_boundary_review;high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-017,src-smithsonian-nmaa-oracle-bone,museum_collection,public_domain_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,downloaded;linked;unpacked;verified,4,1,1,0,3,0,0,0,source-pipeline-phase-action-route-054;source-pipeline-phase-action-route-055;source-pipeline-phase-action-route-056;source-pipeline-phase-action-route-057,source-pipeline-phase-action-result-scaffold-054;source-pipeline-phase-action-result-scaffold-055;source-pipeline-phase-action-result-scaffold-056;source-pipeline-phase-action-result-scaffold-057,source-pipeline-phase-action-054;source-pipeline-phase-action-055;source-pipeline-phase-action-056;source-pipeline-phase-action-057,source-pipeline-phase-017,record_human_review_outcome;resolve_download_or_access_boundary;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_access_boundary_review;high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-018,src-tsinghua-oracle-bones,library_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,linked;unpacked;verified,3,1,1,0,3,0,0,0,source-pipeline-phase-action-route-058;source-pipeline-phase-action-route-059;source-pipeline-phase-action-route-060,source-pipeline-phase-action-result-scaffold-058;source-pipeline-phase-action-result-scaffold-059;source-pipeline-phase-action-result-scaffold-060,source-pipeline-phase-action-058;source-pipeline-phase-action-059;source-pipeline-phase-action-060,source-pipeline-phase-018,record_human_review_outcome;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-019,src-xiaoxuetang-jiaguwen,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,cleaned;downloaded;extracted;linked;structured;unpacked;verified,7,2,2,0,0,0,0,0,source-pipeline-phase-action-route-061;source-pipeline-phase-action-route-062;source-pipeline-phase-action-route-063;source-pipeline-phase-action-route-064;source-pipeline-phase-action-route-065;source-pipeline-phase-action-route-066;source-pipeline-phase-action-route-067,source-pipeline-phase-action-result-scaffold-061;source-pipeline-phase-action-result-scaffold-062;source-pipeline-phase-action-result-scaffold-063;source-pipeline-phase-action-result-scaffold-064;source-pipeline-phase-action-result-scaffold-065;source-pipeline-phase-action-result-scaffold-066;source-pipeline-phase-action-result-scaffold-067,source-pipeline-phase-action-061;source-pipeline-phase-action-062;source-pipeline-phase-action-063;source-pipeline-phase-action-064;source-pipeline-phase-action-065;source-pipeline-phase-action-066;source-pipeline-phase-action-067,source-pipeline-phase-019,create_or_review_structured_derivatives;plan_metadata_or_record_extraction;record_human_review_outcome;resolve_download_or_access_boundary;review_cleaning_and_normalization_rules;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_access_boundary_review;high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-020,src-xiaoxuetang-obm,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,cleaned;downloaded;extracted;linked;structured;unpacked;verified,7,4,4,0,0,0,0,0,source-pipeline-phase-action-route-068;source-pipeline-phase-action-route-069;source-pipeline-phase-action-route-070;source-pipeline-phase-action-route-071;source-pipeline-phase-action-route-072;source-pipeline-phase-action-route-073;source-pipeline-phase-action-route-074,source-pipeline-phase-action-result-scaffold-068;source-pipeline-phase-action-result-scaffold-069;source-pipeline-phase-action-result-scaffold-070;source-pipeline-phase-action-result-scaffold-071;source-pipeline-phase-action-result-scaffold-072;source-pipeline-phase-action-result-scaffold-073;source-pipeline-phase-action-result-scaffold-074,source-pipeline-phase-action-068;source-pipeline-phase-action-069;source-pipeline-phase-action-070;source-pipeline-phase-action-071;source-pipeline-phase-action-072;source-pipeline-phase-action-073;source-pipeline-phase-action-074,source-pipeline-phase-020,create_or_review_structured_derivatives;plan_metadata_or_record_extraction;record_human_review_outcome;resolve_download_or_access_boundary;review_cleaning_and_normalization_rules;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_access_boundary_review;high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-source-summary-021,src-yinqi-wenyuan,online_database,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,linked;unpacked;verified,3,1,1,0,2,0,0,0,source-pipeline-phase-action-route-075;source-pipeline-phase-action-route-076;source-pipeline-phase-action-route-077,source-pipeline-phase-action-result-scaffold-075;source-pipeline-phase-action-result-scaffold-076;source-pipeline-phase-action-result-scaffold-077,source-pipeline-phase-action-075;source-pipeline-phase-action-076;source-pipeline-phase-action-077,source-pipeline-phase-021,record_human_review_outcome;review_cross_source_or_graph_linkage;review_package_manifest_or_raw_package_handling,high_package_boundary_review;human_outcome_review;source_pipeline_review,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/134_ai-agent-source-pipeline-evidence-ledger.csv;corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,corpus/009_statistics-and-derived-features/139_source-pipeline-phase-action-route-summary.json,corpus/009_statistics-and-derived-features/138_source-pipeline-phase-action-result-scaffold.csv,not_started,not_started,not_collected,,,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_source_summary_not_scholarship,"This source pipeline phase action source summary is routing-only. It is not collected evidence, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
