evidence_request_id,route_pack_id,promotion_queue_id,suggested_oracle_character_id,candidate_class_id,bucket_summary_id,bucket_number,bucket_manifest_path,primary_external_ref_id,source_category_id,source_modern_label_codepoints,has_multi_component_label,source_category_member_count,route_files,source_route_requirement_ids,evidence_gap_types,required_evidence_pack_sections,draft_output_path,draft_status,assignment_status,promotion_status,review_status,caution,updated_at
hust-obc-evidence-request-000217,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000217,obs-char-000217,obs-cand-000217,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0241,0241,U+34E7,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000217_hust-obc-cat-0241_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000218,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000218,obs-char-000218,obs-cand-000218,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0242,0242,U+34E8,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000218_hust-obc-cat-0242_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000219,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000219,obs-char-000219,obs-cand-000219,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0243,0243,U+34E9,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000219_hust-obc-cat-0243_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000220,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000220,obs-char-000220,obs-cand-000220,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0244,0244,U+34EA,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000220_hust-obc-cat-0244_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000221,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000221,obs-char-000221,obs-cand-000221,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0245,0245,U+34EB,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000221_hust-obc-cat-0245_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000222,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000222,obs-char-000222,obs-cand-000222,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0246_0247,0246_0247,U+34EC;U+34ED,true,2,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000222_hust-obc-cat-0246_0247_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000223,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000223,obs-char-000223,obs-cand-000223,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0248,0248,U+34EE,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000223_hust-obc-cat-0248_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000224,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000224,obs-char-000224,obs-cand-000224,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0249_0250,0249_0250,U+34EF;U+34F0,true,2,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000224_hust-obc-cat-0249_0250_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000225,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000225,obs-char-000225,obs-cand-000225,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0251,0251,U+34F1,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000225_hust-obc-cat-0251_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000226,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000226,obs-char-000226,obs-cand-000226,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0252,0252,U+34F2,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000226_hust-obc-cat-0252_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000227,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000227,obs-char-000227,obs-cand-000227,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0253,0253,U+34F3,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000227_hust-obc-cat-0253_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000228,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000228,obs-char-000228,obs-cand-000228,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0254,0254,U+34F4,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000228_hust-obc-cat-0254_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000229,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000229,obs-char-000229,obs-cand-000229,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0255,0255,U+34F5,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000229_hust-obc-cat-0255_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000230,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000230,obs-char-000230,obs-cand-000230,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0256,0256,U+34F6,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000230_hust-obc-cat-0256_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000231,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000231,obs-char-000231,obs-cand-000231,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0257,0257,U+34F7,false,1,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000231_hust-obc-cat-0257_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
hust-obc-evidence-request-000232,ai-context-hust-obc-bucket-review-001,hust-obc-obs-char-promo-000232,obs-char-000232,obs-cand-000232,hust-obc-bucket-summary-003,003,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv,hust-obc-cat-0258_0259,0258_0259,U+34F8;U+34F9,true,2,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/000_hust-obc-promotion-bucket-manifest.csv;corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl;corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl;corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-obimd;src-evobc;src-ihp-oracle-rubbings,source_provenance;primary_inscription_context;neighboring_characters;component_breakdown;variant_chain;bronze_seal_modern_correspondence;cooccurrence_distribution;supporting_evidence;opposing_evidence,character_or_unknown_glyph_id;source_references_and_asset_metadata;full_inscription_context;neighboring_characters;component_breakdown_and_variant_notes;excavation_period_and_catalog_provenance;bronze_seal_or_modern_comparanda;supporting_evidence;opposing_evidence;open_questions_and_next_checks,doc/public/user_research/001_ai-agent-evidence-packs/hust-obc/003_000201-000300_obs-char-bucket/003_obs-char-000232_hust-obc-cat-0258_0259_evidence-pack-draft.json,not_started,reserved_candidate_not_assigned,needs_cross_source_review,needs_evidence_pack,This is an AI evidence-pack request only. It must not be treated as a decipherment result or formal obs-char assignment. Draft output belongs under doc/public/user_research/ until human review.,2026-06-04
