coverage_id,project_id,object_dir,asset_count,local_image_status,observation_path,visual_observation_status,pixel_profile_status,rights_status,review_status,next_human_action
component-visual-observation-00011,obs-comp-cand-000011,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/011_obs-comp-cand-000011_obimd-sub-fivzk82fdh_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/011_obs-comp-cand-000011_obimd-sub-fivzk82fdh_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00012,obs-comp-cand-000012,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/012_obs-comp-cand-000012_obimd-sub-jnpp6r84xp_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/012_obs-comp-cand-000012_obimd-sub-jnpp6r84xp_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00013,obs-comp-cand-000013,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/013_obs-comp-cand-000013_obimd-sub-0wfbo7ml5k_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/013_obs-comp-cand-000013_obimd-sub-0wfbo7ml5k_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00014,obs-comp-cand-000014,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/014_obs-comp-cand-000014_obimd-sub-plssynksd8_component-candidate,22,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/014_obs-comp-cand-000014_obimd-sub-plssynksd8_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00015,obs-comp-cand-000015,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/015_obs-comp-cand-000015_obimd-sub-no4gdlajf6_component-candidate,47,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/015_obs-comp-cand-000015_obimd-sub-no4gdlajf6_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00016,obs-comp-cand-000016,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/016_obs-comp-cand-000016_obimd-sub-dg3rdvnaw9_component-candidate,21,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/016_obs-comp-cand-000016_obimd-sub-dg3rdvnaw9_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00017,obs-comp-cand-000017,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/017_obs-comp-cand-000017_obimd-sub-1axafi8r7u_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/017_obs-comp-cand-000017_obimd-sub-1axafi8r7u_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00018,obs-comp-cand-000018,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/018_obs-comp-cand-000018_obimd-sub-3kadgutgs9_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/018_obs-comp-cand-000018_obimd-sub-3kadgutgs9_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00019,obs-comp-cand-000019,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/019_obs-comp-cand-000019_obimd-sub-3nzr3w2xpb_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/019_obs-comp-cand-000019_obimd-sub-3nzr3w2xpb_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00020,obs-comp-cand-000020,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/020_obs-comp-cand-000020_obimd-sub-dvdjluqxnp_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/020_obs-comp-cand-000020_obimd-sub-dvdjluqxnp_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00021,obs-comp-cand-000021,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/021_obs-comp-cand-000021_obimd-sub-u13qoz09bs_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/021_obs-comp-cand-000021_obimd-sub-u13qoz09bs_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00022,obs-comp-cand-000022,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/022_obs-comp-cand-000022_obimd-sub-vbkc7p8qc9_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/022_obs-comp-cand-000022_obimd-sub-vbkc7p8qc9_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00023,obs-comp-cand-000023,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/023_obs-comp-cand-000023_obimd-sub-4siwbzehzd_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/023_obs-comp-cand-000023_obimd-sub-4siwbzehzd_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00024,obs-comp-cand-000024,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/024_obs-comp-cand-000024_obimd-sub-q0zk6lmad8_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/024_obs-comp-cand-000024_obimd-sub-q0zk6lmad8_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00025,obs-comp-cand-000025,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/025_obs-comp-cand-000025_obimd-sub-zmixmtzym6_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/025_obs-comp-cand-000025_obimd-sub-zmixmtzym6_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00026,obs-comp-cand-000026,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/026_obs-comp-cand-000026_obimd-sub-nak4ioxpg1_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/026_obs-comp-cand-000026_obimd-sub-nak4ioxpg1_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00027,obs-comp-cand-000027,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/027_obs-comp-cand-000027_obimd-sub-p31g1lor6p_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/027_obs-comp-cand-000027_obimd-sub-p31g1lor6p_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00028,obs-comp-cand-000028,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/028_obs-comp-cand-000028_obimd-sub-8jtrxi583p_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/028_obs-comp-cand-000028_obimd-sub-8jtrxi583p_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00029,obs-comp-cand-000029,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/029_obs-comp-cand-000029_obimd-sub-ftj0qy2f7b_component-candidate,102,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/029_obs-comp-cand-000029_obimd-sub-ftj0qy2f7b_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00030,obs-comp-cand-000030,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/030_obs-comp-cand-000030_obimd-sub-bipl8n44y5_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/030_obs-comp-cand-000030_obimd-sub-bipl8n44y5_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00031,obs-comp-cand-000031,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/031_obs-comp-cand-000031_obimd-sub-8zmubiqmfe_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/031_obs-comp-cand-000031_obimd-sub-8zmubiqmfe_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00032,obs-comp-cand-000032,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/032_obs-comp-cand-000032_obimd-sub-8l629299wp_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/032_obs-comp-cand-000032_obimd-sub-8l629299wp_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00033,obs-comp-cand-000033,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/033_obs-comp-cand-000033_obimd-sub-gnzvcvc15x_component-candidate,5,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/033_obs-comp-cand-000033_obimd-sub-gnzvcvc15x_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00034,obs-comp-cand-000034,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/034_obs-comp-cand-000034_obimd-sub-cff266uh7y_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/034_obs-comp-cand-000034_obimd-sub-cff266uh7y_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00035,obs-comp-cand-000035,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/035_obs-comp-cand-000035_obimd-sub-auprttukg2_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/035_obs-comp-cand-000035_obimd-sub-auprttukg2_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00036,obs-comp-cand-000036,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/036_obs-comp-cand-000036_obimd-sub-egsgsijlte_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/036_obs-comp-cand-000036_obimd-sub-egsgsijlte_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00037,obs-comp-cand-000037,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/037_obs-comp-cand-000037_obimd-sub-7udfap69mj_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/037_obs-comp-cand-000037_obimd-sub-7udfap69mj_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00038,obs-comp-cand-000038,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/038_obs-comp-cand-000038_obimd-sub-r4xlmwmdvl_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/038_obs-comp-cand-000038_obimd-sub-r4xlmwmdvl_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00039,obs-comp-cand-000039,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/039_obs-comp-cand-000039_obimd-sub-i1n9hhpy74_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/039_obs-comp-cand-000039_obimd-sub-i1n9hhpy74_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00040,obs-comp-cand-000040,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/040_obs-comp-cand-000040_obimd-sub-d6k4isufpw_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/040_obs-comp-cand-000040_obimd-sub-d6k4isufpw_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00041,obs-comp-cand-000041,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/041_obs-comp-cand-000041_obimd-sub-owcp73s8go_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/041_obs-comp-cand-000041_obimd-sub-owcp73s8go_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00042,obs-comp-cand-000042,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/042_obs-comp-cand-000042_obimd-sub-urq1zuk7jt_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/042_obs-comp-cand-000042_obimd-sub-urq1zuk7jt_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00043,obs-comp-cand-000043,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/043_obs-comp-cand-000043_obimd-sub-eqo29r6t59_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/043_obs-comp-cand-000043_obimd-sub-eqo29r6t59_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00044,obs-comp-cand-000044,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/044_obs-comp-cand-000044_obimd-sub-rzfokwkc7a_component-candidate,110,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/044_obs-comp-cand-000044_obimd-sub-rzfokwkc7a_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00045,obs-comp-cand-000045,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/045_obs-comp-cand-000045_obimd-sub-ptr3rfuph8_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/045_obs-comp-cand-000045_obimd-sub-ptr3rfuph8_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00046,obs-comp-cand-000046,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/046_obs-comp-cand-000046_obimd-sub-toxyvoa89s_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/046_obs-comp-cand-000046_obimd-sub-toxyvoa89s_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00047,obs-comp-cand-000047,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/047_obs-comp-cand-000047_obimd-sub-me6774qlz1_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/047_obs-comp-cand-000047_obimd-sub-me6774qlz1_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00048,obs-comp-cand-000048,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/048_obs-comp-cand-000048_obimd-sub-rsgjeqz4vj_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/048_obs-comp-cand-000048_obimd-sub-rsgjeqz4vj_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00049,obs-comp-cand-000049,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/049_obs-comp-cand-000049_obimd-sub-jbgbxt897u_component-candidate,31,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/049_obs-comp-cand-000049_obimd-sub-jbgbxt897u_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00050,obs-comp-cand-000050,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/050_obs-comp-cand-000050_obimd-sub-0ppa3hvekl_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/050_obs-comp-cand-000050_obimd-sub-0ppa3hvekl_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00051,obs-comp-cand-000051,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/051_obs-comp-cand-000051_obimd-sub-pkibwuo4bv_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/051_obs-comp-cand-000051_obimd-sub-pkibwuo4bv_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00052,obs-comp-cand-000052,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/052_obs-comp-cand-000052_obimd-sub-ufmn0nmyep_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/052_obs-comp-cand-000052_obimd-sub-ufmn0nmyep_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00053,obs-comp-cand-000053,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/053_obs-comp-cand-000053_obimd-sub-tv3occt3a7_component-candidate,15,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/053_obs-comp-cand-000053_obimd-sub-tv3occt3a7_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00054,obs-comp-cand-000054,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/054_obs-comp-cand-000054_obimd-sub-h8jm2odi3q_component-candidate,4,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/054_obs-comp-cand-000054_obimd-sub-h8jm2odi3q_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00055,obs-comp-cand-000055,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/055_obs-comp-cand-000055_obimd-sub-vk0iw3x90b_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/055_obs-comp-cand-000055_obimd-sub-vk0iw3x90b_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00056,obs-comp-cand-000056,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/056_obs-comp-cand-000056_obimd-sub-cg58uumame_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/001_000001-000100_obs-comp-cand-bucket_component-candidates/056_obs-comp-cand-000056_obimd-sub-cg58uumame_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
