coverage_id,project_id,project_id_type,object_dir,asset_count,observation_path,visual_observation_status,review_status,rights_status,next_human_action
character-visual-observation-00011,obs-char-000011,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/011_obs-char-000011_hust-obc-cat-0011_0012_0013_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/011_obs-char-000011_hust-obc-cat-0011_0012_0013_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00012,obs-char-000012,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/012_obs-char-000012_hust-obc-cat-0014_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/012_obs-char-000012_hust-obc-cat-0014_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00013,obs-char-000013,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/013_obs-char-000013_hust-obc-cat-0015_0016_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/013_obs-char-000013_hust-obc-cat-0015_0016_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00014,obs-char-000014,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/014_obs-char-000014_hust-obc-cat-0017_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/014_obs-char-000014_hust-obc-cat-0017_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00015,obs-char-000015,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/015_obs-char-000015_hust-obc-cat-0018_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/015_obs-char-000015_hust-obc-cat-0018_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00016,obs-char-000016,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/016_obs-char-000016_hust-obc-cat-0019_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/016_obs-char-000016_hust-obc-cat-0019_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00017,obs-char-000017,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/017_obs-char-000017_hust-obc-cat-0020_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/017_obs-char-000017_hust-obc-cat-0020_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00018,obs-char-000018,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/018_obs-char-000018_hust-obc-cat-0021_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/018_obs-char-000018_hust-obc-cat-0021_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00019,obs-char-000019,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/019_obs-char-000019_hust-obc-cat-0022_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/019_obs-char-000019_hust-obc-cat-0022_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00020,obs-char-000020,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/020_obs-char-000020_hust-obc-cat-0023_0024_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/020_obs-char-000020_hust-obc-cat-0023_0024_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00021,obs-char-000021,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/021_obs-char-000021_hust-obc-cat-0025_0026_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/021_obs-char-000021_hust-obc-cat-0025_0026_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00022,obs-char-000022,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/022_obs-char-000022_hust-obc-cat-0027_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/022_obs-char-000022_hust-obc-cat-0027_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00023,obs-char-000023,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/023_obs-char-000023_hust-obc-cat-0028_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/023_obs-char-000023_hust-obc-cat-0028_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00024,obs-char-000024,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/024_obs-char-000024_hust-obc-cat-0029_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/024_obs-char-000024_hust-obc-cat-0029_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00025,obs-char-000025,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/025_obs-char-000025_hust-obc-cat-0030_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/025_obs-char-000025_hust-obc-cat-0030_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00026,obs-char-000026,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/026_obs-char-000026_hust-obc-cat-0031_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/026_obs-char-000026_hust-obc-cat-0031_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00027,obs-char-000027,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/027_obs-char-000027_hust-obc-cat-0032_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/027_obs-char-000027_hust-obc-cat-0032_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00028,obs-char-000028,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/028_obs-char-000028_hust-obc-cat-0033_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/028_obs-char-000028_hust-obc-cat-0033_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00029,obs-char-000029,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/029_obs-char-000029_hust-obc-cat-0034_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/029_obs-char-000029_hust-obc-cat-0034_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00030,obs-char-000030,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/030_obs-char-000030_hust-obc-cat-0035_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/030_obs-char-000030_hust-obc-cat-0035_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00031,obs-char-000031,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/031_obs-char-000031_hust-obc-cat-0036_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/031_obs-char-000031_hust-obc-cat-0036_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00032,obs-char-000032,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/032_obs-char-000032_hust-obc-cat-0037_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/032_obs-char-000032_hust-obc-cat-0037_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00033,obs-char-000033,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/033_obs-char-000033_hust-obc-cat-0038_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/033_obs-char-000033_hust-obc-cat-0038_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00034,obs-char-000034,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/034_obs-char-000034_hust-obc-cat-0039_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/034_obs-char-000034_hust-obc-cat-0039_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00035,obs-char-000035,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/035_obs-char-000035_hust-obc-cat-0040_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/035_obs-char-000035_hust-obc-cat-0040_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00036,obs-char-000036,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/036_obs-char-000036_hust-obc-cat-0041_0042_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/036_obs-char-000036_hust-obc-cat-0041_0042_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00037,obs-char-000037,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/037_obs-char-000037_hust-obc-cat-0043_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/037_obs-char-000037_hust-obc-cat-0043_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00038,obs-char-000038,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/038_obs-char-000038_hust-obc-cat-0044_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/038_obs-char-000038_hust-obc-cat-0044_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00039,obs-char-000039,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/039_obs-char-000039_hust-obc-cat-0045_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/039_obs-char-000039_hust-obc-cat-0045_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00040,obs-char-000040,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/040_obs-char-000040_hust-obc-cat-0046_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/040_obs-char-000040_hust-obc-cat-0046_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00041,obs-char-000041,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/041_obs-char-000041_hust-obc-cat-0047_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/041_obs-char-000041_hust-obc-cat-0047_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00042,obs-char-000042,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/042_obs-char-000042_hust-obc-cat-0048_0049_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/042_obs-char-000042_hust-obc-cat-0048_0049_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00043,obs-char-000043,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/043_obs-char-000043_hust-obc-cat-0050_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/043_obs-char-000043_hust-obc-cat-0050_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00044,obs-char-000044,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/044_obs-char-000044_hust-obc-cat-0051_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/044_obs-char-000044_hust-obc-cat-0051_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00045,obs-char-000045,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/045_obs-char-000045_hust-obc-cat-0052_0053_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/045_obs-char-000045_hust-obc-cat-0052_0053_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00046,obs-char-000046,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/046_obs-char-000046_hust-obc-cat-0054_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/046_obs-char-000046_hust-obc-cat-0054_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00047,obs-char-000047,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/047_obs-char-000047_hust-obc-cat-0055_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/047_obs-char-000047_hust-obc-cat-0055_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00048,obs-char-000048,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/048_obs-char-000048_hust-obc-cat-0056_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/048_obs-char-000048_hust-obc-cat-0056_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00049,obs-char-000049,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/049_obs-char-000049_hust-obc-cat-0057_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/049_obs-char-000049_hust-obc-cat-0057_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00050,obs-char-000050,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/050_obs-char-000050_hust-obc-cat-0058_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/050_obs-char-000050_hust-obc-cat-0058_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00051,obs-char-000051,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/051_obs-char-000051_hust-obc-cat-0059_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/051_obs-char-000051_hust-obc-cat-0059_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00052,obs-char-000052,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/052_obs-char-000052_hust-obc-cat-0060_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/052_obs-char-000052_hust-obc-cat-0060_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00053,obs-char-000053,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/053_obs-char-000053_hust-obc-cat-0061_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/053_obs-char-000053_hust-obc-cat-0061_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00054,obs-char-000054,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/054_obs-char-000054_hust-obc-cat-0062_0063_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/054_obs-char-000054_hust-obc-cat-0062_0063_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00055,obs-char-000055,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/055_obs-char-000055_hust-obc-cat-0064_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/055_obs-char-000055_hust-obc-cat-0064_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00056,obs-char-000056,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/056_obs-char-000056_hust-obc-cat-0065_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/056_obs-char-000056_hust-obc-cat-0065_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00057,obs-char-000057,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/057_obs-char-000057_hust-obc-cat-0066_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/057_obs-char-000057_hust-obc-cat-0066_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00058,obs-char-000058,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/058_obs-char-000058_hust-obc-cat-0067_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/058_obs-char-000058_hust-obc-cat-0067_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00059,obs-char-000059,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/059_obs-char-000059_hust-obc-cat-0068_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/059_obs-char-000059_hust-obc-cat-0068_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00060,obs-char-000060,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/060_obs-char-000060_hust-obc-cat-0069_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/060_obs-char-000060_hust-obc-cat-0069_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00061,obs-char-000061,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/061_obs-char-000061_hust-obc-cat-0070_0071_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/061_obs-char-000061_hust-obc-cat-0070_0071_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00062,obs-char-000062,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/062_obs-char-000062_hust-obc-cat-0072_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/062_obs-char-000062_hust-obc-cat-0072_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00063,obs-char-000063,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/063_obs-char-000063_hust-obc-cat-0073_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/063_obs-char-000063_hust-obc-cat-0073_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00064,obs-char-000064,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/064_obs-char-000064_hust-obc-cat-0074_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/064_obs-char-000064_hust-obc-cat-0074_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
character-visual-observation-00065,obs-char-000065,oracle_character,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/065_obs-char-000065_hust-obc-cat-0075_oracle-character,1,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/065_obs-char-000065_hust-obc-cat-0075_oracle-character/14_material-visual-observation.md,direct_visual_record_present,needs_human_visual_review,source_marked_risk_noted,check source cross-links and inscription context
