checklist_id,gap_matrix_row_id,source_id,source_type,provider,rights_status,pipeline_gap_status,review_lane,gap_flags,required_review_steps,route_files_to_open,gap_matrix_path,checklist_status,evidence_collection_status,reviewed_evidence_paths,review_outcome_summary,claim_boundary,rights_decision_status,source_promotion_status,corpus_import_status,decipherment_claim_status,caution,updated_at
source-pipeline-gap-review-checklist-011,source-pipeline-gap-011,src-obimd,open_research_dataset,Key Laboratory of Oracle Bone Inscriptions Information Processing Anyang Normal University; Xiamen University; Tencent Youtu Lab; University of Cambridge; Scientific Data,licensed_for_repository,needs_safe_derived_record_review,safe_derived_record_decision,candidate_or_graph_derivatives_pending_review,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_candidate_or_graph_derivatives;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-012,source-pipeline-gap-012,src-open-oracle,project_repository,Yuliang Liu research group,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,missing_field_map;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-013,source-pipeline-gap-013,src-oracle-mnist,open_research_dataset,Published research team / GitHub / Figshare / Science Data Bank,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,missing_field_map;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-014,source-pipeline-gap-014,src-penn-museum-oracle-bone,museum_collection,University of Pennsylvania Museum of Archaeology and Anthropology,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-015,source-pipeline-gap-015,src-sinica-da-xiaoxuetang-site,online_portal,Academia Sinica Digital Culture Center,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,not_downloaded_or_access_not_resolved;access_boundary_or_error_pending_review;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-016,source-pipeline-gap-016,src-sinica-yinshang-oracle-vocabulary,online_database,Academia Sinica Institute of Linguistics,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,not_downloaded_or_access_not_resolved;access_boundary_or_error_pending_review;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-017,source-pipeline-gap-017,src-smithsonian-nmaa-oracle-bone,museum_collection,Smithsonian National Museum of Asian Art,public_domain_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,checksum_or_failed_download_status_pending_review;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-018,source-pipeline-gap-018,src-tsinghua-oracle-bones,library_collection,Tsinghua University Library,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-019,source-pipeline-gap-019,src-xiaoxuetang-jiaguwen,online_database,Academia Sinica,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,access_boundary_or_error_pending_review;checksum_or_failed_download_status_pending_review;missing_package_manifest;missing_metadata_profile,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-020,source-pipeline-gap-020,src-xiaoxuetang-obm,online_database,Academia Sinica,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,access_boundary_or_error_pending_review;missing_package_manifest;missing_metadata_profile,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-gap-review-checklist-021,source-pipeline-gap-021,src-yinqi-wenyuan,online_database,Key Laboratory of Oracle Bone Inscriptions Information Processing Anyang Normal University; CASS Oracle Studies Center,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,missing_field_map;missing_package_manifest,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,not_started,not_collected,,,source_pipeline_gap_review_checklist_not_evidence_not_import_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline gap review checklist only; not collected evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
