node_degree_row_id,node_id,total_degree,out_degree,in_degree,outgoing_edge_type_counts,incoming_edge_type_counts,source_ids,graph_files,review_status_counts,generated_from,updated_at
graph-node-degree-000011,evobc-code-009,1202,0,1202,,EVOBC_CATEGORY_HAS_SOURCE_CODE:1202,src-evobc,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,reviewed:1202,relationship_graph_jsonl,2026-06-04
graph-node-degree-000012,evobc-code-014,1143,0,1143,,EVOBC_CATEGORY_HAS_SOURCE_CODE:1143,src-evobc,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,reviewed:1143,relationship_graph_jsonl,2026-06-04
graph-node-degree-000013,evobc-code-007,1119,0,1119,,EVOBC_CATEGORY_HAS_SOURCE_CODE:1119,src-evobc,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,reviewed:1119,relationship_graph_jsonl,2026-06-04
graph-node-degree-000014,evobc-code-013,1078,0,1078,,EVOBC_CATEGORY_HAS_SOURCE_CODE:1078,src-evobc,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,reviewed:1078,relationship_graph_jsonl,2026-06-04
graph-node-degree-000015,dl-cambridge-hopkins-finding-list,612,0,612,,HAS_CAMBRIDGE_HOPKINS_DOWNLOAD_RECORD:612,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:612,relationship_graph_jsonl,2026-06-04
graph-node-degree-000016,src-cambridge-hopkins,612,0,612,,HAS_CAMBRIDGE_HOPKINS_SOURCE:612,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:612,relationship_graph_jsonl,2026-06-04
graph-node-degree-000017,obimd-sub-cand-001527,453,453,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:452;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:453,relationship_graph_jsonl,2026-06-04
graph-node-degree-000018,obimd-sub-cand-001929,378,378,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:377;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:378,relationship_graph_jsonl,2026-06-04
graph-node-degree-000019,cam-hopkins-period-i,291,0,291,,HAS_CAMBRIDGE_HOPKINS_PERIOD_LABEL:291,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:291,relationship_graph_jsonl,2026-06-04
graph-node-degree-000020,obimd-sub-cand-000574,278,278,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:277;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:278,relationship_graph_jsonl,2026-06-04
graph-node-degree-000021,obimd-sub-cand-000451,227,227,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:226;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:227,relationship_graph_jsonl,2026-06-04
graph-node-degree-000022,obimd-sub-cand-002368,215,215,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:214;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:215,relationship_graph_jsonl,2026-06-04
graph-node-degree-000023,obimd-sub-cand-001669,195,195,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:194;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:195,relationship_graph_jsonl,2026-06-04
graph-node-degree-000024,obimd-sub-cand-001501,185,185,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:184;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:185,relationship_graph_jsonl,2026-06-04
graph-node-degree-000025,obimd-sub-cand-000454,166,166,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:165;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:166,relationship_graph_jsonl,2026-06-04
graph-node-degree-000026,obimd-sub-cand-001422,152,152,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:151;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:152,relationship_graph_jsonl,2026-06-04
graph-node-degree-000027,obimd-sub-cand-001076,149,149,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:148;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:149,relationship_graph_jsonl,2026-06-04
graph-node-degree-000028,obimd-sub-cand-001998,148,148,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:147;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:148,relationship_graph_jsonl,2026-06-04
graph-node-degree-000029,obimd-sub-cand-002061,141,141,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:140;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:141,relationship_graph_jsonl,2026-06-04
graph-node-degree-000030,obimd-sub-cand-001863,138,138,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:137;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:138,relationship_graph_jsonl,2026-06-04
graph-node-degree-000031,cam-hopkins-period-ii,137,0,137,,HAS_CAMBRIDGE_HOPKINS_PERIOD_LABEL:137,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:137,relationship_graph_jsonl,2026-06-04
graph-node-degree-000032,obimd-sub-cand-000856,132,132,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:131;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:132,relationship_graph_jsonl,2026-06-04
graph-node-degree-000033,obimd-sub-cand-000854,130,130,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:129;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:130,relationship_graph_jsonl,2026-06-04
graph-node-degree-000034,obimd-sub-cand-001704,128,128,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:127;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:128,relationship_graph_jsonl,2026-06-04
graph-node-degree-000035,obimd-sub-cand-001029,125,125,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:124;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:125,relationship_graph_jsonl,2026-06-04
graph-node-degree-000036,obimd-sub-cand-001713,120,120,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:119;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:120,relationship_graph_jsonl,2026-06-04
graph-node-degree-000037,obimd-sub-cand-001062,119,119,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:118;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:119,relationship_graph_jsonl,2026-06-04
graph-node-degree-000038,obimd-sub-cand-001508,119,119,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:118;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:119,relationship_graph_jsonl,2026-06-04
graph-node-degree-000039,obimd-sub-cand-001099,117,117,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:116;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:117,relationship_graph_jsonl,2026-06-04
graph-node-degree-000040,cam-hopkins-group-19,115,0,115,,HAS_CAMBRIDGE_HOPKINS_CLASSIFICATION_GROUP:115,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:115,relationship_graph_jsonl,2026-06-04
graph-node-degree-000041,obimd-sub-cand-002288,115,115,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:114;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:115,relationship_graph_jsonl,2026-06-04
graph-node-degree-000042,obimd-sub-cand-002673,115,115,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:114;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:115,relationship_graph_jsonl,2026-06-04
graph-node-degree-000043,obimd-sub-cand-002098,112,112,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:111;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:112,relationship_graph_jsonl,2026-06-04
graph-node-degree-000044,obimd-sub-cand-000044,111,111,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:110;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:111,relationship_graph_jsonl,2026-06-04
graph-node-degree-000045,obimd-sub-cand-001554,108,108,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:107;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:108,relationship_graph_jsonl,2026-06-04
graph-node-degree-000046,obimd-sub-cand-001818,107,107,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:106;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:107,relationship_graph_jsonl,2026-06-04
graph-node-degree-000047,obimd-sub-cand-001256,106,106,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:105;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:106,relationship_graph_jsonl,2026-06-04
graph-node-degree-000048,obimd-sub-cand-000029,104,104,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:103;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:104,relationship_graph_jsonl,2026-06-04
graph-node-degree-000049,obimd-sub-cand-002154,102,102,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:101;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:102,relationship_graph_jsonl,2026-06-04
graph-node-degree-000050,obimd-sub-cand-001077,100,100,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:99;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:100,relationship_graph_jsonl,2026-06-04
graph-node-degree-000051,obimd-sub-cand-000302,98,98,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:97;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:98,relationship_graph_jsonl,2026-06-04
graph-node-degree-000052,obimd-sub-cand-000304,98,98,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:97;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:98,relationship_graph_jsonl,2026-06-04
graph-node-degree-000053,obimd-sub-cand-000578,98,98,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:97;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:98,relationship_graph_jsonl,2026-06-04
graph-node-degree-000054,obimd-sub-cand-001295,98,98,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:97;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:98,relationship_graph_jsonl,2026-06-04
graph-node-degree-000055,obimd-sub-cand-001706,98,98,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:97;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:98,relationship_graph_jsonl,2026-06-04
graph-node-degree-000056,obimd-sub-cand-000576,97,97,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:96;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:97,relationship_graph_jsonl,2026-06-04
graph-node-degree-000057,obimd-sub-cand-000743,96,96,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:95;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:96,relationship_graph_jsonl,2026-06-04
graph-node-degree-000058,obimd-sub-cand-002072,96,96,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:95;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:96,relationship_graph_jsonl,2026-06-04
graph-node-degree-000059,obimd-sub-cand-001963,95,95,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:94;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:95,relationship_graph_jsonl,2026-06-04
graph-node-degree-000060,cam-hopkins-period-v,94,0,94,,HAS_CAMBRIDGE_HOPKINS_PERIOD_LABEL:94,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:94,relationship_graph_jsonl,2026-06-04
graph-node-degree-000061,obimd-sub-cand-000970,92,92,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:91;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:92,relationship_graph_jsonl,2026-06-04
graph-node-degree-000062,obimd-sub-cand-001997,92,92,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:91;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:92,relationship_graph_jsonl,2026-06-04
graph-node-degree-000063,obimd-sub-cand-001410,91,91,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:90;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:91,relationship_graph_jsonl,2026-06-04
graph-node-degree-000064,obimd-sub-cand-001460,91,91,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:90;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:91,relationship_graph_jsonl,2026-06-04
graph-node-degree-000065,obimd-sub-cand-000188,90,90,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:89;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:90,relationship_graph_jsonl,2026-06-04
graph-node-degree-000066,obimd-sub-cand-000736,90,90,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:89;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:90,relationship_graph_jsonl,2026-06-04
graph-node-degree-000067,obimd-sub-cand-000983,90,90,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:89;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:90,relationship_graph_jsonl,2026-06-04
graph-node-degree-000068,obimd-sub-cand-001603,90,90,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:89;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:90,relationship_graph_jsonl,2026-06-04
graph-node-degree-000069,obimd-sub-cand-000275,89,89,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:88;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:89,relationship_graph_jsonl,2026-06-04
graph-node-degree-000070,obimd-sub-cand-000479,89,89,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:88;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:89,relationship_graph_jsonl,2026-06-04
graph-node-degree-000071,obimd-sub-cand-000544,89,89,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:88;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:89,relationship_graph_jsonl,2026-06-04
graph-node-degree-000072,obimd-sub-cand-000898,88,88,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:87;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:88,relationship_graph_jsonl,2026-06-04
graph-node-degree-000073,obimd-sub-cand-000545,87,87,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:86;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:87,relationship_graph_jsonl,2026-06-04
graph-node-degree-000074,obimd-sub-cand-001496,87,87,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:86;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:87,relationship_graph_jsonl,2026-06-04
graph-node-degree-000075,cam-hopkins-group-01,86,0,86,,HAS_CAMBRIDGE_HOPKINS_CLASSIFICATION_GROUP:86,src-cambridge-hopkins,corpus/008_relationship-graph/008_cambridge-hopkins-inscription-crosswalk-graph-edges.jsonl,reviewed:86,relationship_graph_jsonl,2026-06-04
graph-node-degree-000076,obimd-sub-cand-000969,86,86,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:85;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:86,relationship_graph_jsonl,2026-06-04
graph-node-degree-000077,obimd-sub-cand-001396,85,85,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:84;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:85,relationship_graph_jsonl,2026-06-04
graph-node-degree-000078,obimd-sub-cand-001400,84,84,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:83;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:84,relationship_graph_jsonl,2026-06-04
graph-node-degree-000079,obimd-sub-cand-001999,84,84,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:83;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:84,relationship_graph_jsonl,2026-06-04
graph-node-degree-000080,obimd-sub-cand-000186,83,83,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:82;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:83,relationship_graph_jsonl,2026-06-04
graph-node-degree-000081,obimd-sub-cand-002549,83,83,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:82;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:83,relationship_graph_jsonl,2026-06-04
graph-node-degree-000082,obimd-sub-cand-001142,82,82,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:81;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:82,relationship_graph_jsonl,2026-06-04
graph-node-degree-000083,obimd-sub-cand-001157,81,81,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:80;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:81,relationship_graph_jsonl,2026-06-04
graph-node-degree-000084,obimd-sub-cand-001398,80,80,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:79;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:80,relationship_graph_jsonl,2026-06-04
graph-node-degree-000085,obimd-sub-cand-002203,80,80,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:79;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:80,relationship_graph_jsonl,2026-06-04
graph-node-degree-000086,obimd-sub-cand-001228,79,79,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:78;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:79,relationship_graph_jsonl,2026-06-04
graph-node-degree-000087,obimd-sub-cand-002099,79,79,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:78;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:79,relationship_graph_jsonl,2026-06-04
graph-node-degree-000088,obimd-sub-cand-000370,78,78,0,OBIMD_SUBCHARACTER_HAS_GLYPH_CODEPOINT:77;OBIMD_SUBCHARACTER_OF_MAIN_CHARACTER:1,,src-obimd,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,reviewed:78,relationship_graph_jsonl,2026-06-04
