evidence_presence_row_id,file_check_id,source_id,source_type,rights_status,pipeline_gap_status,review_lanes,phase_names,file_role,file_to_open,join_strategy,matched_row_count,match_status,matched_ids,next_review_action,file_checklist_path,source_summary_path,route_ids,result_scaffold_ids,action_ids,review_status,rights_decision_status,source_promotion_status,corpus_import_status,decipherment_claim_status,research_boundary,caution,updated_at
source-pipeline-phase-action-evidence-presence-011,source-pipeline-phase-action-file-check-011,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_pipeline_gap_matrix,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-012,source-pipeline-phase-action-file-check-012,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-013,source-pipeline-phase-action-file-check-013,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_processing_pipeline_audit,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-014,source-pipeline-phase-action-file-check-014,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_route_review_queue,corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-015,source-pipeline-phase-action-file-check-015,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_download_manifest,corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-016,source-pipeline-phase-action-file-check-016,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_download_log,project_registry/006_large-source-register/002_source-download-log.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-017,source-pipeline-phase-action-file-check-017,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_field_map,corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv,source_id,2,present,src-cambridge-hopkins;src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-018,source-pipeline-phase-action-file-check-018,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_package_file_manifest,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,source_id,1,present,src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-019,source-pipeline-phase-action-file-check-019,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,downloaded_metadata_profile,corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv,source_id,6,present,src-cambridge-hopkins;src-cambridge-hopkins;src-cambridge-hopkins;src-cambridge-hopkins;src-cambridge-hopkins;src-cambridge-hopkins,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-020,source-pipeline-phase-action-file-check-020,src-cambridge-hopkins,library_collection,metadata_only_until_verified,needs_safe_derived_record_review,safe_derived_record_decision,verified,large_source_register,project_registry/006_large-source-register/001_large-source-register.csv,source_package_id_via_package_manifest,0,missing_for_source,,record_missing_source_row_or_not_applicable_after_review,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-008,source-pipeline-phase-action-result-scaffold-008,source-pipeline-phase-action-008,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-presence-021,source-pipeline-phase-action-file-check-021,src-evobc,open_research_dataset,source_marked_risk_noted,needs_safe_derived_record_review,safe_derived_record_decision,verified,source_pipeline_gap_matrix,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,source_id,1,present,src-evobc,open_matched_rows_and_record_human_review_outcome,corpus/009_statistics-and-derived-features/141_source-pipeline-phase-action-file-checklist.csv,corpus/009_statistics-and-derived-features/140_source-pipeline-phase-action-source-summary.csv,source-pipeline-phase-action-route-009,source-pipeline-phase-action-result-scaffold-009,source-pipeline-phase-action-009,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_presence_matrix_not_scholarship,"This source pipeline phase action evidence presence matrix records whether existing review files contain source-matched rows. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
