evidence_gap_summary_id,source_id,source_type,rights_status,pipeline_gap_status,review_lanes,phase_names,present_file_role_count,missing_file_role_count,total_file_role_count,total_matched_row_count,present_file_roles,missing_file_roles,gap_status,next_review_action,evidence_presence_matrix_path,evidence_presence_row_ids,missing_evidence_presence_row_ids,review_status,rights_decision_status,source_promotion_status,corpus_import_status,decipherment_claim_status,research_boundary,caution,updated_at
source-pipeline-phase-action-evidence-gap-summary-011,src-obimd,open_research_dataset,licensed_for_repository,needs_safe_derived_record_review,safe_derived_record_decision,verified,10,0,10,40,downloaded_metadata_profile;large_source_register;source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,,all_review_files_have_source_rows,open_all_matched_source_rows_and_record_review_outcomes,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-101;source-pipeline-phase-action-evidence-presence-102;source-pipeline-phase-action-evidence-presence-103;source-pipeline-phase-action-evidence-presence-104;source-pipeline-phase-action-evidence-presence-105;source-pipeline-phase-action-evidence-presence-106;source-pipeline-phase-action-evidence-presence-107;source-pipeline-phase-action-evidence-presence-108;source-pipeline-phase-action-evidence-presence-109;source-pipeline-phase-action-evidence-presence-110,,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-012,src-open-oracle,project_repository,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,linked;verified,8,2,10,9,downloaded_metadata_profile;source_download_log;source_download_manifest;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register;source_field_map,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-111;source-pipeline-phase-action-evidence-presence-112;source-pipeline-phase-action-evidence-presence-113;source-pipeline-phase-action-evidence-presence-114;source-pipeline-phase-action-evidence-presence-115;source-pipeline-phase-action-evidence-presence-116;source-pipeline-phase-action-evidence-presence-117;source-pipeline-phase-action-evidence-presence-118;source-pipeline-phase-action-evidence-presence-119;source-pipeline-phase-action-evidence-presence-120,source-pipeline-phase-action-evidence-presence-117;source-pipeline-phase-action-evidence-presence-120,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-013,src-oracle-mnist,open_research_dataset,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,linked;verified,8,2,10,9,downloaded_metadata_profile;source_download_log;source_download_manifest;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register;source_field_map,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-121;source-pipeline-phase-action-evidence-presence-122;source-pipeline-phase-action-evidence-presence-123;source-pipeline-phase-action-evidence-presence-124;source-pipeline-phase-action-evidence-presence-125;source-pipeline-phase-action-evidence-presence-126;source-pipeline-phase-action-evidence-presence-127;source-pipeline-phase-action-evidence-presence-128;source-pipeline-phase-action-evidence-presence-129;source-pipeline-phase-action-evidence-presence-130,source-pipeline-phase-action-evidence-presence-127;source-pipeline-phase-action-evidence-presence-130,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-014,src-penn-museum-oracle-bone,museum_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,linked;verified,9,1,10,14,downloaded_metadata_profile;source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-131;source-pipeline-phase-action-evidence-presence-132;source-pipeline-phase-action-evidence-presence-133;source-pipeline-phase-action-evidence-presence-134;source-pipeline-phase-action-evidence-presence-135;source-pipeline-phase-action-evidence-presence-136;source-pipeline-phase-action-evidence-presence-137;source-pipeline-phase-action-evidence-presence-138;source-pipeline-phase-action-evidence-presence-139;source-pipeline-phase-action-evidence-presence-140,source-pipeline-phase-action-evidence-presence-140,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-015,src-sinica-da-xiaoxuetang-site,online_portal,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,downloaded;linked;unpacked;verified,8,2,10,10,downloaded_metadata_profile;source_download_log;source_download_manifest;source_field_map;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register;source_package_file_manifest,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-141;source-pipeline-phase-action-evidence-presence-142;source-pipeline-phase-action-evidence-presence-143;source-pipeline-phase-action-evidence-presence-144;source-pipeline-phase-action-evidence-presence-145;source-pipeline-phase-action-evidence-presence-146;source-pipeline-phase-action-evidence-presence-147;source-pipeline-phase-action-evidence-presence-148;source-pipeline-phase-action-evidence-presence-149;source-pipeline-phase-action-evidence-presence-150,source-pipeline-phase-action-evidence-presence-148;source-pipeline-phase-action-evidence-presence-150,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-016,src-sinica-yinshang-oracle-vocabulary,online_database,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,downloaded;linked;unpacked;verified,8,2,10,10,downloaded_metadata_profile;source_download_log;source_download_manifest;source_field_map;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register;source_package_file_manifest,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-151;source-pipeline-phase-action-evidence-presence-152;source-pipeline-phase-action-evidence-presence-153;source-pipeline-phase-action-evidence-presence-154;source-pipeline-phase-action-evidence-presence-155;source-pipeline-phase-action-evidence-presence-156;source-pipeline-phase-action-evidence-presence-157;source-pipeline-phase-action-evidence-presence-158;source-pipeline-phase-action-evidence-presence-159;source-pipeline-phase-action-evidence-presence-160,source-pipeline-phase-action-evidence-presence-158;source-pipeline-phase-action-evidence-presence-160,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-017,src-smithsonian-nmaa-oracle-bone,museum_collection,public_domain_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,downloaded;linked;verified,9,1,10,15,downloaded_metadata_profile;source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-161;source-pipeline-phase-action-evidence-presence-162;source-pipeline-phase-action-evidence-presence-163;source-pipeline-phase-action-evidence-presence-164;source-pipeline-phase-action-evidence-presence-165;source-pipeline-phase-action-evidence-presence-166;source-pipeline-phase-action-evidence-presence-167;source-pipeline-phase-action-evidence-presence-168;source-pipeline-phase-action-evidence-presence-169;source-pipeline-phase-action-evidence-presence-170,source-pipeline-phase-action-evidence-presence-170,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-018,src-tsinghua-oracle-bones,library_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,linked;verified,9,1,10,12,downloaded_metadata_profile;source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,large_source_register,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-171;source-pipeline-phase-action-evidence-presence-172;source-pipeline-phase-action-evidence-presence-173;source-pipeline-phase-action-evidence-presence-174;source-pipeline-phase-action-evidence-presence-175;source-pipeline-phase-action-evidence-presence-176;source-pipeline-phase-action-evidence-presence-177;source-pipeline-phase-action-evidence-presence-178;source-pipeline-phase-action-evidence-presence-179;source-pipeline-phase-action-evidence-presence-180,source-pipeline-phase-action-evidence-presence-180,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-019,src-xiaoxuetang-jiaguwen,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,cleaned;downloaded;extracted;linked;structured;verified,8,2,10,20,source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,downloaded_metadata_profile;large_source_register,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-181;source-pipeline-phase-action-evidence-presence-182;source-pipeline-phase-action-evidence-presence-183;source-pipeline-phase-action-evidence-presence-184;source-pipeline-phase-action-evidence-presence-185;source-pipeline-phase-action-evidence-presence-186;source-pipeline-phase-action-evidence-presence-187;source-pipeline-phase-action-evidence-presence-188;source-pipeline-phase-action-evidence-presence-189;source-pipeline-phase-action-evidence-presence-190,source-pipeline-phase-action-evidence-presence-189;source-pipeline-phase-action-evidence-presence-190,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-phase-action-evidence-gap-summary-020,src-xiaoxuetang-obm,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,cleaned;downloaded;extracted;linked;structured;verified,8,2,10,22,source_download_log;source_download_manifest;source_field_map;source_package_file_manifest;source_pipeline_gap_matrix;source_processing_pipeline_audit;source_register;source_route_review_queue,downloaded_metadata_profile;large_source_register,has_missing_source_evidence_rows,triage_missing_source_evidence_rows_before_review_outcome,corpus/009_statistics-and-derived-features/142_source-pipeline-phase-action-evidence-presence-matrix.csv,source-pipeline-phase-action-evidence-presence-191;source-pipeline-phase-action-evidence-presence-192;source-pipeline-phase-action-evidence-presence-193;source-pipeline-phase-action-evidence-presence-194;source-pipeline-phase-action-evidence-presence-195;source-pipeline-phase-action-evidence-presence-196;source-pipeline-phase-action-evidence-presence-197;source-pipeline-phase-action-evidence-presence-198;source-pipeline-phase-action-evidence-presence-199;source-pipeline-phase-action-evidence-presence-200,source-pipeline-phase-action-evidence-presence-199;source-pipeline-phase-action-evidence-presence-200,pending_human_review,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,source_pipeline_phase_action_evidence_gap_summary_not_scholarship,"This source pipeline phase action evidence gap summary only rolls up existing source-file presence and missing-row signals. It is not new evidence collection, not a reviewed outcome, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
