capture_task_id,route_result_id,review_log_draft_id,codepoint_review_task_id,crosswalk_candidate_id,suggested_oracle_character_id,target_evidence_section,source_route_path,source_record_refs,capturable_field_names,captured_metadata_summary,required_review_actions,evidence_collection_status,capture_status,identity_claim_status,promotion_status,research_boundary,caution,updated_at
codepoint-evidence-capture-011,codepoint-crosswalk-route-result-004,codepoint-crosswalk-review-log-draft-004,codepoint-crosswalk-review-004,hust-obimd-evobc-xwalk-000412,obs-char-000412,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-004;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-012,codepoint-crosswalk-route-result-004,codepoint-crosswalk-review-log-draft-004,codepoint-crosswalk-review-004,hust-obimd-evobc-xwalk-000412,obs-char-000412,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-004;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-013,codepoint-crosswalk-route-result-005,codepoint-crosswalk-review-log-draft-005,codepoint-crosswalk-review-005,hust-obimd-evobc-xwalk-000486,obs-char-000486,candidate_packet,corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/486_obs-char-000486_hust-obc-cat-0551_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000486;obs-cand-000486;485;obimd-main-cand-002432;evobc-evo-cat-00038,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-005;hust_candidate_packet_id=hust-obc-candidate-packet-000486;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002432;obimd_codepoint_uplus=U+361D;evobc_candidate_evolution_category_id=evobc-evo-cat-00038;evobc_source_character_codepoints=U+361D;evobc_image_reference_count=29,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-014,codepoint-crosswalk-route-result-005,codepoint-crosswalk-review-log-draft-005,codepoint-crosswalk-review-005,hust-obimd-evobc-xwalk-000486,obs-char-000486,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-005;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-015,codepoint-crosswalk-route-result-005,codepoint-crosswalk-review-log-draft-005,codepoint-crosswalk-review-005,hust-obimd-evobc-xwalk-000486,obs-char-000486,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-005;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-016,codepoint-crosswalk-route-result-006,codepoint-crosswalk-review-log-draft-006,codepoint-crosswalk-review-006,hust-obimd-evobc-xwalk-000621,obs-char-000621,candidate_packet,corpus/001_oracle-characters/007_000601-000700_obs-char-bucket_oracle-characters/621_obs-char-000621_hust-obc-cat-0706_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000621;obs-cand-000621;620;obimd-main-cand-001412;evobc-evo-cat-00049,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-006;hust_candidate_packet_id=hust-obc-candidate-packet-000621;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-001412;obimd_codepoint_uplus=U+36B8;evobc_candidate_evolution_category_id=evobc-evo-cat-00049;evobc_source_character_codepoints=U+36B8;evobc_image_reference_count=88,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-017,codepoint-crosswalk-route-result-006,codepoint-crosswalk-review-log-draft-006,codepoint-crosswalk-review-006,hust-obimd-evobc-xwalk-000621,obs-char-000621,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-006;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-018,codepoint-crosswalk-route-result-006,codepoint-crosswalk-review-log-draft-006,codepoint-crosswalk-review-006,hust-obimd-evobc-xwalk-000621,obs-char-000621,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-006;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-019,codepoint-crosswalk-route-result-007,codepoint-crosswalk-review-log-draft-007,codepoint-crosswalk-review-007,hust-obimd-evobc-xwalk-000771,obs-char-000771,candidate_packet,corpus/001_oracle-characters/008_000701-000800_obs-char-bucket_oracle-characters/771_obs-char-000771_hust-obc-cat-0875_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000771;obs-cand-000771;770;obimd-main-cand-002291;evobc-evo-cat-00070,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-007;hust_candidate_packet_id=hust-obc-candidate-packet-000771;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002291;obimd_codepoint_uplus=U+3761;evobc_candidate_evolution_category_id=evobc-evo-cat-00070;evobc_source_character_codepoints=U+3761;evobc_image_reference_count=24,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-020,codepoint-crosswalk-route-result-007,codepoint-crosswalk-review-log-draft-007,codepoint-crosswalk-review-007,hust-obimd-evobc-xwalk-000771,obs-char-000771,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-007;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-021,codepoint-crosswalk-route-result-007,codepoint-crosswalk-review-log-draft-007,codepoint-crosswalk-review-007,hust-obimd-evobc-xwalk-000771,obs-char-000771,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-007;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-022,codepoint-crosswalk-route-result-008,codepoint-crosswalk-review-log-draft-008,codepoint-crosswalk-review-008,hust-obimd-evobc-xwalk-000780,obs-char-000780,candidate_packet,corpus/001_oracle-characters/008_000701-000800_obs-char-bucket_oracle-characters/780_obs-char-000780_hust-obc-cat-0884_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000780;obs-cand-000780;779;obimd-main-cand-003071;evobc-evo-cat-00074,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-008;hust_candidate_packet_id=hust-obc-candidate-packet-000780;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-003071;obimd_codepoint_uplus=U+376A;evobc_candidate_evolution_category_id=evobc-evo-cat-00074;evobc_source_character_codepoints=U+376A;evobc_image_reference_count=31,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-023,codepoint-crosswalk-route-result-008,codepoint-crosswalk-review-log-draft-008,codepoint-crosswalk-review-008,hust-obimd-evobc-xwalk-000780,obs-char-000780,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-008;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-024,codepoint-crosswalk-route-result-008,codepoint-crosswalk-review-log-draft-008,codepoint-crosswalk-review-008,hust-obimd-evobc-xwalk-000780,obs-char-000780,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-008;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-025,codepoint-crosswalk-route-result-009,codepoint-crosswalk-review-log-draft-009,codepoint-crosswalk-review-009,hust-obimd-evobc-xwalk-000782,obs-char-000782,candidate_packet,corpus/001_oracle-characters/008_000701-000800_obs-char-bucket_oracle-characters/782_obs-char-000782_hust-obc-cat-0886_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000782;obs-cand-000782;781;obimd-main-cand-000981;evobc-evo-cat-00075,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-009;hust_candidate_packet_id=hust-obc-candidate-packet-000782;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-000981;obimd_codepoint_uplus=U+376C;evobc_candidate_evolution_category_id=evobc-evo-cat-00075;evobc_source_character_codepoints=U+376C;evobc_image_reference_count=69,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-026,codepoint-crosswalk-route-result-009,codepoint-crosswalk-review-log-draft-009,codepoint-crosswalk-review-009,hust-obimd-evobc-xwalk-000782,obs-char-000782,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-009;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-027,codepoint-crosswalk-route-result-009,codepoint-crosswalk-review-log-draft-009,codepoint-crosswalk-review-009,hust-obimd-evobc-xwalk-000782,obs-char-000782,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-009;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-028,codepoint-crosswalk-route-result-010,codepoint-crosswalk-review-log-draft-010,codepoint-crosswalk-review-010,hust-obimd-evobc-xwalk-000791,obs-char-000791,candidate_packet,corpus/001_oracle-characters/008_000701-000800_obs-char-bucket_oracle-characters/791_obs-char-000791_hust-obc-cat-0895_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000791;obs-cand-000791;790;obimd-main-cand-000853;evobc-evo-cat-00078,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-010;hust_candidate_packet_id=hust-obc-candidate-packet-000791;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-000853;obimd_codepoint_uplus=U+3775;evobc_candidate_evolution_category_id=evobc-evo-cat-00078;evobc_source_character_codepoints=U+3775;evobc_image_reference_count=52,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-029,codepoint-crosswalk-route-result-010,codepoint-crosswalk-review-log-draft-010,codepoint-crosswalk-review-010,hust-obimd-evobc-xwalk-000791,obs-char-000791,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-010;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
