route_availability_id,codepoint_review_task_id,context_pack_id,crosswalk_candidate_id,suggested_oracle_character_id,promotion_queue_id,priority_rank,priority_bucket,cross_source_status,matched_source_ids,hust_primary_external_ref_id,hust_label_codepoints,hust_candidate_packet_id,hust_candidate_packet_path,hust_candidate_packet_exists,hust_candidate_class_id,hust_validation_class_id,hust_source_category_id_padded,hust_dataset_label_status,hust_dataset_label_codepoints,hust_packet_status,hust_packet_review_status,hust_packet_rights_status,obimd_candidate_main_character_ids,obimd_row_count,obimd_source_uids,obimd_codepoint_uplus_values,obimd_review_statuses,obimd_rights_statuses,evobc_candidate_evolution_category_ids,evobc_row_count,evobc_source_category_ids,evobc_source_character_codepoints_values,evobc_image_reference_count_total,evobc_has_oracle_bone_refs_any,evobc_has_bronze_refs_any,evobc_has_seal_refs_any,evobc_review_statuses,evobc_rights_statuses,source_register_required_source_ids,source_register_match_count,source_register_rights_statuses,source_register_review_statuses,download_ids_required,download_log_match_count,download_total_file_size_bytes,download_checksum_present_count,download_access_statuses,route_file_count,missing_route_file_count,route_file_review_status,review_log_expected_path,review_log_materialization_status,availability_status,evidence_collection_status,rights_decision_status,source_promotion_status,identity_claim_status,decipherment_claim_status,component_claim_status,evolution_chain_claim_status,research_boundary,required_next_checks,caution,updated_at
codepoint-route-availability-021,codepoint-crosswalk-review-021,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-001122,obs-char-001122,hust-obc-obs-char-promo-001122,2,obimd_only_codepoint_match,matched_obimd_by_codepoint,src-hust-obc;src-obimd,hust-obc-cat-1253,U+38DB,hust-obc-candidate-packet-001122,corpus/001_oracle-characters/012_001101-001200_obs-char-bucket_oracle-characters/1122_obs-char-001122_hust-obc-cat-1253_oracle-character/01_candidate-character-packet.json,true,obs-cand-001122,1121,01253,dataset_label_candidate_not_accepted_reading,U+38DB,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,obimd-main-cand-002593,1,swd7pw3btv,U+38DB,obimd-main-cand-002593=reviewed_metadata_only,obimd-main-cand-002593=licensed_for_repository,,0,,,0,false,false,false,,,src-hust-obc;src-obimd,2,src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository,src-hust-obc=reviewed;src-obimd=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json,3,1957016,3,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-obimd-main-character-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/002_obimd_only_codepoint_match/021_hust-obimd-evobc-xwalk-001122_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-022,codepoint-crosswalk-review-022,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-001135,obs-char-001135,hust-obc-obs-char-promo-001135,2,obimd_only_codepoint_match,matched_obimd_by_codepoint,src-hust-obc;src-obimd,hust-obc-cat-1268,U+38EA,hust-obc-candidate-packet-001135,corpus/001_oracle-characters/012_001101-001200_obs-char-bucket_oracle-characters/1135_obs-char-001135_hust-obc-cat-1268_oracle-character/01_candidate-character-packet.json,true,obs-cand-001135,1134,01268,dataset_label_candidate_not_accepted_reading,U+38EA,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,obimd-main-cand-002631,1,lgmn04qz1f,U+38EA,obimd-main-cand-002631=reviewed_metadata_only,obimd-main-cand-002631=licensed_for_repository,,0,,,0,false,false,false,,,src-hust-obc;src-obimd,2,src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository,src-hust-obc=reviewed;src-obimd=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json,3,1957016,3,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-obimd-main-character-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/002_obimd_only_codepoint_match/022_hust-obimd-evobc-xwalk-001135_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-023,codepoint-crosswalk-review-023,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000016,obs-char-000016,hust-obc-obs-char-promo-000016,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0019,U+3409,hust-obc-candidate-packet-000016,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/016_obs-char-000016_hust-obc-cat-0019_oracle-character/01_candidate-character-packet.json,true,obs-cand-000016,15,00019,dataset_label_candidate_not_accepted_reading,U+3409,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00002,1,00002,U+3409,1,false,false,false,evobc-evo-cat-00002=reviewed_metadata_only,evobc-evo-cat-00002=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/023_hust-obimd-evobc-xwalk-000016_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-024,codepoint-crosswalk-review-024,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000032,obs-char-000032,hust-obc-obs-char-promo-000032,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0037,U+341B,hust-obc-candidate-packet-000032,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/032_obs-char-000032_hust-obc-cat-0037_oracle-character/01_candidate-character-packet.json,true,obs-cand-000032,31,00037,dataset_label_candidate_not_accepted_reading,U+341B,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00004,1,00004,U+341B,1,false,false,false,evobc-evo-cat-00004=reviewed_metadata_only,evobc-evo-cat-00004=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/024_hust-obimd-evobc-xwalk-000032_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-025,codepoint-crosswalk-review-025,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000065,obs-char-000065,hust-obc-obs-char-promo-000065,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0075,U+3441,hust-obc-candidate-packet-000065,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/065_obs-char-000065_hust-obc-cat-0075_oracle-character/01_candidate-character-packet.json,true,obs-cand-000065,64,00075,dataset_label_candidate_not_accepted_reading,U+3441,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00008,1,00008,U+3441,3,false,false,false,evobc-evo-cat-00008=reviewed_metadata_only,evobc-evo-cat-00008=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/025_hust-obimd-evobc-xwalk-000065_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-026,codepoint-crosswalk-review-026,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000066,obs-char-000066,hust-obc-obs-char-promo-000066,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0076,U+3442,hust-obc-candidate-packet-000066,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/066_obs-char-000066_hust-obc-cat-0076_oracle-character/01_candidate-character-packet.json,true,obs-cand-000066,65,00076,dataset_label_candidate_not_accepted_reading,U+3442,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00009,1,00009,U+3442,1,false,true,false,evobc-evo-cat-00009=reviewed_metadata_only,evobc-evo-cat-00009=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/026_hust-obimd-evobc-xwalk-000066_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-027,codepoint-crosswalk-review-027,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000094,obs-char-000094,hust-obc-obs-char-promo-000094,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0104,U+345E,hust-obc-candidate-packet-000094,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/094_obs-char-000094_hust-obc-cat-0104_oracle-character/01_candidate-character-packet.json,true,obs-cand-000094,93,00104,dataset_label_candidate_not_accepted_reading,U+345E,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00010,1,00010,U+345E,1,false,false,false,evobc-evo-cat-00010=reviewed_metadata_only,evobc-evo-cat-00010=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/027_hust-obimd-evobc-xwalk-000094_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-028,codepoint-crosswalk-review-028,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000100,obs-char-000100,hust-obc-obs-char-promo-000100,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0111,U+3465,hust-obc-candidate-packet-000100,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/100_obs-char-000100_hust-obc-cat-0111_oracle-character/01_candidate-character-packet.json,true,obs-cand-000100,99,00111,dataset_label_candidate_not_accepted_reading,U+3465,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00011,1,00011,U+3465,3,false,false,false,evobc-evo-cat-00011=reviewed_metadata_only,evobc-evo-cat-00011=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/028_hust-obimd-evobc-xwalk-000100_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-029,codepoint-crosswalk-review-029,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000124,obs-char-000124,hust-obc-obs-char-promo-000124,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0138,U+3480,hust-obc-candidate-packet-000124,corpus/001_oracle-characters/002_000101-000200_obs-char-bucket_oracle-characters/124_obs-char-000124_hust-obc-cat-0138_oracle-character/01_candidate-character-packet.json,true,obs-cand-000124,123,00138,dataset_label_candidate_not_accepted_reading,U+3480,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00012,1,00012,U+3480,2,false,true,false,evobc-evo-cat-00012=reviewed_metadata_only,evobc-evo-cat-00012=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/029_hust-obimd-evobc-xwalk-000124_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-030,codepoint-crosswalk-review-030,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000143,obs-char-000143,hust-obc-obs-char-promo-000143,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0158,U+3494,hust-obc-candidate-packet-000143,corpus/001_oracle-characters/002_000101-000200_obs-char-bucket_oracle-characters/143_obs-char-000143_hust-obc-cat-0158_oracle-character/01_candidate-character-packet.json,true,obs-cand-000143,142,00158,dataset_label_candidate_not_accepted_reading,U+3494,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00013,1,00013,U+3494,2,false,false,false,evobc-evo-cat-00013=reviewed_metadata_only,evobc-evo-cat-00013=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/030_hust-obimd-evobc-xwalk-000143_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-031,codepoint-crosswalk-review-031,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000155,obs-char-000155,hust-obc-obs-char-promo-000155,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0171,U+34A1,hust-obc-candidate-packet-000155,corpus/001_oracle-characters/002_000101-000200_obs-char-bucket_oracle-characters/155_obs-char-000155_hust-obc-cat-0171_oracle-character/01_candidate-character-packet.json,true,obs-cand-000155,154,00171,dataset_label_candidate_not_accepted_reading,U+34A1,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00014,1,00014,U+34A1,1,false,false,false,evobc-evo-cat-00014=reviewed_metadata_only,evobc-evo-cat-00014=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/031_hust-obimd-evobc-xwalk-000155_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-route-availability-032,codepoint-crosswalk-review-032,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000161,obs-char-000161,hust-obc-obs-char-promo-000161,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0177,U+34A7,hust-obc-candidate-packet-000161,corpus/001_oracle-characters/002_000101-000200_obs-char-bucket_oracle-characters/161_obs-char-000161_hust-obc-cat-0177_oracle-character/01_candidate-character-packet.json,true,obs-cand-000161,160,00177,dataset_label_candidate_not_accepted_reading,U+34A7,candidate_packet_created_from_source_marked_staging,needs_cross_source_review,source_marked_risk_noted,,0,,,,,evobc-evo-cat-00015,1,00015,U+34A7,1,false,false,false,evobc-evo-cat-00015=reviewed_metadata_only,evobc-evo-cat-00015=source_marked_risk_noted,src-hust-obc;src-evobc,2,src-hust-obc=source_marked_risk_noted;src-evobc=source_marked_risk_noted,src-hust-obc=reviewed;src-evobc=reviewed,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-evobc-key-value-json;dl-evobc-list-json,4,25037316,4,dl-hust-obc-validation-label=downloaded:200;dl-hust-obc-ocr-id-to-chinese=downloaded:200;dl-evobc-key-value-json=downloaded:200;dl-evobc-list-json=downloaded:200,9,0,reviewed_route_files_exist,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/032_hust-obimd-evobc-xwalk-000161_review-log.md,draft_log_not_materialized,ready_for_review_log_draft_materialization_metadata_only,availability_metadata_captured_not_evidence,no_new_rights_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,codepoint_crosswalk_route_availability_snapshot_not_scholarship,materialize_or_open_review_log_draft;verify_hust_candidate_packet;verify_matched_source_staging_rows;verify_source_register_and_download_log;compare_against_xiaoxuetang_obm_and_primary_inscription_context_before_any_identity_or_decipherment_claim,"This row is a metadata-only route availability snapshot for a codepoint review task. It links local HUST candidate packets, matched OBIMD/EVOBC staging rows, source-register rows, and download-log rows for later human review; it is not source evidence by itself, not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
