codepoint_review_task_id,context_pack_id,crosswalk_candidate_id,suggested_oracle_character_id,promotion_queue_id,priority_rank,priority_bucket,cross_source_status,matched_source_ids,hust_primary_external_ref_id,hust_label_codepoints,obimd_match_count,obimd_candidate_main_character_ids,evobc_match_count,evobc_candidate_evolution_category_ids,evobc_image_reference_count_total,evobc_has_oracle_bone_refs_any,candidate_packet_path,required_evidence_sections,required_next_checks,route_files_to_open,expected_output_path,identity_claim_status,promotion_status,assignment_status,task_status,research_boundary,caution,updated_at
codepoint-crosswalk-review-039,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000316,obs-char-000316,hust-obc-obs-char-promo-000316,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0356,U+355A,0,,1,evobc-evo-cat-00027,14,true,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/316_obs-char-000316_hust-obc-cat-0356_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/316_obs-char-000316_hust-obc-cat-0356_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/039_hust-obimd-evobc-xwalk-000316_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-040,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000322,obs-char-000322,hust-obc-obs-char-promo-000322,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0364,U+3562,0,,1,evobc-evo-cat-00028,20,true,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/322_obs-char-000322_hust-obc-cat-0364_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/322_obs-char-000322_hust-obc-cat-0364_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/040_hust-obimd-evobc-xwalk-000322_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-041,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000323,obs-char-000323,hust-obc-obs-char-promo-000323,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0365,U+3563,0,,1,evobc-evo-cat-00029,18,true,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/323_obs-char-000323_hust-obc-cat-0365_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/323_obs-char-000323_hust-obc-cat-0365_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/041_hust-obimd-evobc-xwalk-000323_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-042,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000327,obs-char-000327,hust-obc-obs-char-promo-000327,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0369,U+3567,0,,1,evobc-evo-cat-00030,1,false,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/327_obs-char-000327_hust-obc-cat-0369_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/327_obs-char-000327_hust-obc-cat-0369_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/042_hust-obimd-evobc-xwalk-000327_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-043,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000334,obs-char-000334,hust-obc-obs-char-promo-000334,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0377,U+356F,0,,1,evobc-evo-cat-00031,25,true,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/334_obs-char-000334_hust-obc-cat-0377_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/334_obs-char-000334_hust-obc-cat-0377_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/043_hust-obimd-evobc-xwalk-000334_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-044,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000344,obs-char-000344,hust-obc-obs-char-promo-000344,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0389,U+357B,0,,1,evobc-evo-cat-00032,2,false,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/344_obs-char-000344_hust-obc-cat-0389_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/344_obs-char-000344_hust-obc-cat-0389_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/044_hust-obimd-evobc-xwalk-000344_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-045,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000375,obs-char-000375,hust-obc-obs-char-promo-000375,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0427,U+35A1,0,,1,evobc-evo-cat-00034,1,false,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/375_obs-char-000375_hust-obc-cat-0427_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/375_obs-char-000375_hust-obc-cat-0427_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/045_hust-obimd-evobc-xwalk-000375_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-046,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000425,obs-char-000425,hust-obc-obs-char-promo-000425,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0482,U+35D8,0,,1,evobc-evo-cat-00036,3,false,corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/425_obs-char-000425_hust-obc-cat-0482_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/425_obs-char-000425_hust-obc-cat-0482_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/046_hust-obimd-evobc-xwalk-000425_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-047,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000442,obs-char-000442,hust-obc-obs-char-promo-000442,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0502,U+35EC,0,,1,evobc-evo-cat-00037,3,false,corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/442_obs-char-000442_hust-obc-cat-0502_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/442_obs-char-000442_hust-obc-cat-0502_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/047_hust-obimd-evobc-xwalk-000442_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-048,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000508,obs-char-000508,hust-obc-obs-char-promo-000508,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0579,U+3639,0,,1,evobc-evo-cat-00039,1,false,corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/508_obs-char-000508_hust-obc-cat-0579_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/508_obs-char-000508_hust-obc-cat-0579_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/048_hust-obimd-evobc-xwalk-000508_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-049,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000535,obs-char-000535,hust-obc-obs-char-promo-000535,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0609,U+3657,0,,1,evobc-evo-cat-00040,2,false,corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/535_obs-char-000535_hust-obc-cat-0609_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/535_obs-char-000535_hust-obc-cat-0609_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/049_hust-obimd-evobc-xwalk-000535_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-050,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000539,obs-char-000539,hust-obc-obs-char-promo-000539,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0613,U+365B,0,,1,evobc-evo-cat-00041,3,false,corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/539_obs-char-000539_hust-obc-cat-0613_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/539_obs-char-000539_hust-obc-cat-0613_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/050_hust-obimd-evobc-xwalk-000539_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
codepoint-crosswalk-review-051,ai-context-hust-obimd-evobc-codepoint-crosswalk-001,hust-obimd-evobc-xwalk-000553,obs-char-000553,hust-obc-obs-char-promo-000553,3,evobc_only_codepoint_match,matched_evobc_by_codepoint,src-hust-obc;src-evobc,hust-obc-cat-0627,U+3669,0,,1,evobc-evo-cat-00042,2,false,corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/553_obs-char-000553_hust-obc-cat-0627_oracle-character/01_candidate-character-packet.json,crosswalk_row;hust_candidate_packet;evobc_evolution_category_staging_row;source_register;download_log;rights_risk_boundary;review_log,open_codepoint_crosswalk_row;open_hust_candidate_packet;open_evobc_evolution_category_staging_row;verify_source_register_and_download_log_rights_risk;record_no_identity_or_decipherment_claim,corpus/009_statistics-and-derived-features/040_ai-agent-hust-obimd-evobc-codepoint-crosswalk-context-pack.json;corpus/001_oracle-characters/000_character-registers/011_hust-obimd-evobc-codepoint-crosswalk-staging.csv;corpus/001_oracle-characters/000_character-registers/009_hust-obc-obs-char-promotion-review-queue.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/001_hust-obc-candidate-packet-manifest.csv;corpus/001_oracle-characters/006_000501-000600_obs-char-bucket_oracle-characters/553_obs-char-000553_hust-obc-cat-0627_oracle-character/01_candidate-character-packet.json;corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv,doc/public/user_research/004_codepoint-crosswalk-review-queues/003_evobc_only_codepoint_match/051_hust-obimd-evobc-xwalk-000553_review-log.md,no_identity_claim,not_promoted,unassigned,needs_codepoint_cross_source_review,codepoint_crosswalk_review_queue_metadata_only_not_scholarship,"This row is a codepoint cross-source review task only. Exact Unicode codepoint matches from dataset labels are lookup routes, not confirmed oracle-character identity, not accepted readings, not component assignments, not evolution-chain assignments, and not decipherment conclusions.",2026-06-10
