ledger_id,checklist_id,source_id,source_type,rights_status,pipeline_gap_status,review_lane,required_review_steps,download_manifest_count,download_log_count,downloaded_count,access_boundary_or_error_count,checksum_present_count,size_recorded_count,field_map_count,large_source_register_count,package_manifest_count,metadata_profile_count,asset_count,candidate_queue_count,cross_source_crosswalk_match_count,graph_edge_count,download_evidence_status,manifest_evidence_status,metadata_profile_status,derivative_evidence_status,evidence_completeness_status,evidence_counts_summary,route_files_to_open,checklist_path,pipeline_audit_path,gap_matrix_path,ledger_status,reviewed_evidence_paths,review_outcome_summary,claim_boundary,rights_decision_status,source_promotion_status,corpus_import_status,decipherment_claim_status,caution,updated_at
source-pipeline-evidence-ledger-011,source-pipeline-gap-review-checklist-011,src-obimd,open_research_dataset,licensed_for_repository,needs_safe_derived_record_review,safe_derived_record_decision,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_candidate_or_graph_derivatives;record_human_review_outcome_before_promotion,6,6,6,0,6,6,9,1,7,5,0,0,22,44433,downloaded_with_size_and_checksum_evidence,package_manifest_present,metadata_profile_present,candidate_or_graph_derivatives_present_pending_review,source_evidence_and_derivatives_present_pending_review,download_manifest:6;download_log:6;downloaded:6;checksum_present:6;size_recorded:6;package_manifest:7;metadata_profile:5;large_source_register:1;candidate_queue:0;graph_edge:44433,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-012,source-pipeline-gap-review-checklist-012,src-open-oracle,project_repository,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,1,0,1,1,0,0,0,2,0,0,0,0,downloaded_with_size_and_checksum_evidence,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:1;checksum_present:1;size_recorded:1;package_manifest:0;metadata_profile:2;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-013,source-pipeline-gap-review-checklist-013,src-oracle-mnist,open_research_dataset,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,1,0,1,1,0,0,0,2,0,0,0,0,downloaded_with_size_and_checksum_evidence,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:1;checksum_present:1;size_recorded:1;package_manifest:0;metadata_profile:2;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-014,source-pipeline-gap-review-checklist-014,src-penn-museum-oracle-bone,museum_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,1,0,1,1,3,0,0,4,0,0,0,0,downloaded_with_size_and_checksum_evidence,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:1;checksum_present:1;size_recorded:1;package_manifest:0;metadata_profile:4;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-015,source-pipeline-gap-review-checklist-015,src-sinica-da-xiaoxuetang-site,online_portal,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,0,1,0,1,1,0,0,3,0,0,0,0,access_or_download_not_resolved,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:0;checksum_present:0;size_recorded:1;package_manifest:0;metadata_profile:3;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-016,source-pipeline-gap-review-checklist-016,src-sinica-yinshang-oracle-vocabulary,online_database,metadata_only_until_verified,needs_download_or_access_review,access_and_checksum_boundary_resolution,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_download_or_access_boundary;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,0,1,0,1,2,0,0,2,0,0,0,0,access_or_download_not_resolved,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:0;checksum_present:0;size_recorded:1;package_manifest:0;metadata_profile:2;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-017,source-pipeline-gap-review-checklist-017,src-smithsonian-nmaa-oracle-bone,museum_collection,public_domain_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,2,2,1,0,1,2,3,0,0,3,1,0,0,0,downloaded_with_access_or_checksum_review_needed,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:2;download_log:2;downloaded:1;checksum_present:1;size_recorded:2;package_manifest:0;metadata_profile:3;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-018,source-pipeline-gap-review-checklist-018,src-tsinghua-oracle-bones,library_collection,metadata_only_until_verified,needs_package_manifest_review,metadata_profile_and_package_manifest_decision,open_source_register_and_risk_note;verify_rights_status_before_any_use;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,1,0,1,1,2,0,0,3,0,0,0,0,downloaded_with_size_and_checksum_evidence,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:1;checksum_present:1;size_recorded:1;package_manifest:0;metadata_profile:3;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-019,source-pipeline-gap-review-checklist-019,src-xiaoxuetang-jiaguwen,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;verify_checksum_and_download_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,4,4,2,4,2,4,6,0,0,0,0,0,0,0,downloaded_with_access_or_checksum_review_needed,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_missing_or_not_applicable_unreviewed,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:4;download_log:4;downloaded:2;checksum_present:2;size_recorded:4;package_manifest:0;metadata_profile:0;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-020,source-pipeline-gap-review-checklist-020,src-xiaoxuetang-obm,online_database,metadata_only_until_verified,needs_access_boundary_review,access_and_checksum_boundary_resolution,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_access_boundary_or_error_status;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,4,4,4,4,4,4,6,0,0,0,0,0,0,0,downloaded_with_access_or_checksum_review_needed,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_missing_or_not_applicable_unreviewed,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:4;download_log:4;downloaded:4;checksum_present:4;size_recorded:4;package_manifest:0;metadata_profile:0;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
source-pipeline-evidence-ledger-021,source-pipeline-gap-review-checklist-021,src-yinqi-wenyuan,online_database,source_marked_risk_noted,needs_field_map_review,field_map_semantics_review,open_source_register_and_risk_note;verify_rights_status_before_any_use;verify_field_map_absence_or_plan;review_package_manifest_or_not_applicable;review_metadata_profile_or_not_applicable;record_human_review_outcome_before_promotion,1,1,1,0,1,1,0,0,0,2,0,0,0,0,downloaded_with_size_and_checksum_evidence,package_manifest_missing_or_not_applicable_unreviewed,metadata_profile_present,no_candidate_or_graph_derivatives_recorded,source_evidence_has_gaps_pending_review,download_manifest:1;download_log:1;downloaded:1;checksum_present:1;size_recorded:1;package_manifest:0;metadata_profile:2;large_source_register:0;candidate_queue:0;graph_edge:0,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/001_large-source-register.csv,corpus/009_statistics-and-derived-features/133_ai-agent-source-pipeline-gap-review-checklist.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv,corpus/009_statistics-and-derived-features/132_ai-agent-source-pipeline-gap-matrix.csv,pending_human_review,,,source_pipeline_evidence_ledger_not_review_outcome_not_scholarship,no_new_rights_decision,not_promoted,not_imported,no_decipherment_claim,"Source pipeline evidence ledger only; counts and paths are not collected review evidence, not a rights decision, not source promotion, not a corpus import, and not a decipherment conclusion.",2026-06-19
